Ligand,Receptor,LRscore,ligand_mean_expr,receptor_mean_expr,ligand_pct_expr,receptor_pct_expr
ITGB2__Macrophage,ITGB5__Malignant,0.8011102235561445,0.3637190684721548,2.2025521700616446,8.004212743549237,63.3754607688257
TNFSF10__Malignant,CD163__Macrophage,0.8006171402035605,3.1448646998452707,0.25457920025715297,66.29805160610847,6.503422854133754
THBS1__Stroma,MRC2__Malignant,0.7970581147722698,0.9685631156406587,0.8229284203591147,16.53501843075303,34.96577145866245
APOE__Macrophage,CD74__Stroma,0.7967572391881906,0.6168849897367406,1.2915814980815332,8.293838862559241,20.221169036334913
ECM1__Malignant,ITGB5__Stroma,0.7945607789847464,0.9353760217931966,0.8494560053629607,41.442864665613484,15.11321748288573
C1QA__Macrophage,IL13RA1__Malignant,0.7929967221732481,0.48319854888363495,1.6411405290958758,8.293838862559241,52.58030542390731
HLA-DRB1__Malignant,CD163__Macrophage,0.7921500701794011,3.111605619702012,0.25457920025715297,68.27277514481305,6.503422854133754
C1QB__Macrophage,IL13RA1__Malignant,0.7839146263349063,0.47766453416806076,1.6411405290958758,8.267509215376515,52.58030542390731
LTBP1__Stroma,IL6ST__Malignant,0.78188195176667,0.24817636576039656,3.150509313693242,5.213270142180095,67.29857819905213
TIMP3__Stroma,CD163__Malignant,0.7725312362094647,1.0308663439741617,0.7493999980940574,16.824644549763033,33.62295945234334
GRN__Macrophage,IL13RA1__Malignant,0.771406449612983,0.4700428975682906,1.6411405290958758,8.293838862559241,52.58030542390731
IGFBP4__Malignant,CD163__Macrophage,0.7689031751730516,3.020290638026889,0.25457920025715297,68.45708267509215,6.503422854133754
HLA-C__Malignant,IL2RG__Macrophage,0.7672262218635977,3.9641767409883983,0.19353986262285147,68.64139020537124,5.555555555555555
CD44__Malignant,TYROBP__Macrophage,0.7634094244973977,1.900907837539627,0.4016025445428694,58.58346498156924,8.030542390731963
VIM__Macrophage,IL13RA1__Malignant,0.7624153772870961,0.4645643464226186,1.6411405290958758,8.241179568193786,52.58030542390731
LTBP1__Stroma,ENO1__Malignant,0.7582424030023208,0.24817636576039656,3.0552562919483264,5.213270142180095,67.14060031595577
CXCL10__Macrophage,BAMBI__Malignant,0.7576540438279625,0.2046351190333584,3.702463425666707,5.26592943654555,67.93048973143759
PSAP__Macrophage,CD81__Stroma,0.7548398629535171,0.5790366470664519,1.3036132803989686,8.293838862559241,19.40494997367035
LTBP1__Stroma,ERBB2__Malignant,0.7538332448274156,0.24817636576039656,3.0374900628338186,5.213270142180095,66.58767772511848
HLA-DRA__Macrophage,CD81__Stroma,0.7519285856140138,0.5768034101216638,1.3036132803989686,8.293838862559241,19.40494997367035
MMP7__Malignant,FLOT1__Stroma,0.7513812707049671,0.826877493201499,0.908697209541614,27.883096366508685,16.903633491311215
LTBP1__Stroma,CD151__Malignant,0.750545147802701,0.24817636576039656,3.02424102916923,5.213270142180095,67.19325961032122
CD47__Malignant,TYROBP__Macrophage,0.7483906614704223,1.8635107561937638,0.4016025445428694,56.6350710900474,8.030542390731963
PSAP__Macrophage,CD74__Stroma,0.7478730200621959,0.5790366470664519,1.2915814980815332,8.293838862559241,20.221169036334913
THBS3__Malignant,ITGAV__Stroma,0.7474282737551478,1.3577820530417506,0.5504773553905304,50.28962611901,10.795155344918378
CD24__Malignant,IL2RG__Macrophage,0.7465180974946032,3.8571800526144475,0.19353986262285147,68.19378620326488,5.555555555555555
HLA-DRA__Macrophage,CD74__Stroma,0.7449886125434756,0.5768034101216638,1.2915814980815332,8.293838862559241,20.221169036334913
UBA52__Malignant,IL2RG__Macrophage,0.7444709262532375,3.846602535333912,0.19353986262285147,68.74670879410216,5.555555555555555
APOE__Macrophage,PLXNA3__Malignant,0.7427896980298783,0.6168849897367406,1.2040975390678064,8.293838862559241,42.28541337546077
JAG2__Malignant,NOTCH3__Stroma,0.7361940759574297,0.9902373250234066,0.7434521577340342,35.229067930489734,13.58609794628752
CD44__Malignant,ENO1__Macrophage,0.7330473471282051,1.900907837539627,0.3856301355866884,58.58346498156924,8.056872037914692
ANXA2__Macrophage,TYROBP__Malignant,0.7312093266010007,0.3739448565684712,1.9553934591078206,7.925223802001054,60.55818852027382
PSEN1__Malignant,NCSTN__Stroma,0.728443787957692,1.4528583633670789,0.5013866501545847,50.23696682464455,10.42654028436019
SELPLG__Macrophage,CD74__Malignant,0.7260708451614067,0.1711024499342932,4.243485966683894,4.79199578725645,69.03633491311216
THBS1__Stroma,CD163__Malignant,0.725841197015084,0.9685631156406587,0.7493999980940574,16.53501843075303,33.62295945234334
CXCL14__Malignant,CD163__Macrophage,0.7254724692434741,2.849692624184015,0.25457920025715297,66.45602948920485,6.503422854133754
HLA-DMA__Macrophage,TYROBP__Malignant,0.7200209561489237,0.3682230564877949,1.9553934591078206,7.9515534491837805,60.55818852027382
CD47__Malignant,ENO1__Macrophage,0.7186259055782533,1.8635107561937638,0.3856301355866884,56.6350710900474,8.056872037914692
CD44__Malignant,CD9__Macrophage,0.7183352941344814,1.900907837539627,0.3778906477992291,58.58346498156924,8.004212743549237
COMP__Stroma,LDLR__Malignant,0.7129702196556341,0.8062875301300323,0.8842629868536493,13.717746182201159,31.85887309110058
ITGB2__Macrophage,TYROBP__Malignant,0.711213887443241,0.3637190684721548,1.9553934591078206,8.004212743549237,60.55818852027382
ANXA2__Macrophage,CD44__Malignant,0.7108347086586386,0.3739448565684712,1.900907837539627,7.925223802001054,58.58346498156924
GNAS__Malignant,IL2RG__Macrophage,0.7103493840468615,3.67030013569406,0.19353986262285147,68.27277514481305,5.555555555555555
CXCL10__Macrophage,CD9__Malignant,0.7074445045639316,0.2046351190333584,3.4571021235539154,5.26592943654555,67.6408636124276
CD47__Malignant,CD9__Macrophage,0.7042032868388927,1.8635107561937638,0.3778906477992291,56.6350710900474,8.004212743549237
MMP7__Malignant,ITGB5__Stroma,0.702396052299484,0.826877493201499,0.8494560053629607,27.883096366508685,15.11321748288573
HLA-DMA__Macrophage,CD44__Malignant,0.6999580940404462,0.3682230564877949,1.900907837539627,7.9515534491837805,58.58346498156924
PSAP__Macrophage,PLXNA3__Malignant,0.6972166017627887,0.5790366470664519,1.2040975390678064,8.293838862559241,42.28541337546077
ANXA2__Macrophage,CD47__Malignant,0.6968502624386803,0.3739448565684712,1.8635107561937638,7.925223802001054,56.6350710900474
CD59__Malignant,CD2__Stroma,0.6954743281965765,2.935042504344001,0.2369554536832914,66.37704054765666,8.188520273828331
HLA-DRA__Macrophage,PLXNA3__Malignant,0.694527566653414,0.5768034101216638,1.2040975390678064,8.293838862559241,42.28541337546077
ITGB2__Macrophage,CD44__Malignant,0.6913964279213314,0.3637190684721548,1.900907837539627,8.004212743549237,58.58346498156924
CD44__Malignant,ITGB2__Macrophage,0.6913964279213314,1.900907837539627,0.3637190684721548,58.58346498156924,8.004212743549237
HLA-DMA__Macrophage,CD47__Malignant,0.6861876264435497,0.3682230564877949,1.8635107561937638,7.9515534491837805,56.6350710900474
ARF1__Malignant,IL2RG__Macrophage,0.6853883641303685,3.5413291858431024,0.19353986262285147,68.06213796735123,5.555555555555555
THBS3__Malignant,CD47__Stroma,0.6844923840809396,1.3577820530417506,0.5041253731020497,50.28962611901,10.32122169562928
HSPA1A__Malignant,IL2RG__Macrophage,0.6830593968019927,3.529295657985773,0.19353986262285147,67.7461822011585,5.555555555555555
ANXA2__Macrophage,MAGED1__Malignant,0.682262374355553,0.3739448565684712,1.824499955999869,7.925223802001054,56.766719325961034
LTBP1__Stroma,FLOT1__Malignant,0.6807512358695993,0.24817636576039656,2.7430139601884367,5.213270142180095,65.7451290152712
CXCL10__Macrophage,CD63__Malignant,0.6792479986003632,0.2046351190333584,3.31931294007084,5.26592943654555,68.48341232227489
ITGB2__Macrophage,CD47__Malignant,0.6777943963306365,0.3637190684721548,1.8635107561937638,8.004212743549237,56.6350710900474
CD47__Malignant,ITGB2__Macrophage,0.6777943963306365,1.8635107561937638,0.3637190684721548,56.6350710900474,8.004212743549237
LYZ__Macrophage,CD81__Stroma,0.6754009786227914,0.5180991853781101,1.3036132803989686,8.293838862559241,19.40494997367035
APOE__Macrophage,IL6ST__Stroma,0.6752145161763792,0.6168849897367406,1.0945549452654555,8.293838862559241,17.9304897314376
LAMB2__Malignant,ITGA1__Stroma,0.6749785370273872,2.616243736458445,0.2579952806465546,66.16640337019484,5.371248025276461
LGALS3BP__Malignant,IL2RG__Macrophage,0.674409465579349,3.484602378237509,0.19353986262285147,68.72037914691943,5.555555555555555
LTBP1__Stroma,PLXNB2__Malignant,0.6741061859116395,0.24817636576039656,2.7162384453742043,5.213270142180095,65.69246972090575
LTBP1__Stroma,SDC1__Malignant,0.6729274417684896,0.24817636576039656,2.7114888225020253,5.213270142180095,64.797261716693
HLA-DMA__Macrophage,MAGED1__Malignant,0.6718229503601191,0.3682230564877949,1.824499955999869,7.9515534491837805,56.766719325961034
LYZ__Macrophage,CD74__Stroma,0.6691673220054813,0.5180991853781101,1.2915814980815332,8.293838862559241,20.221169036334913
CD9__Malignant,IL2RG__Macrophage,0.6690870700657929,3.4571021235539154,0.19353986262285147,67.6408636124276,5.555555555555555
VEGFA__Malignant,NRP1__Stroma,0.6665952200937475,1.7017249653589495,0.39171736541641483,52.08004212743549,8.056872037914692
ITGB2__Macrophage,MAGED1__Malignant,0.6636054244237597,0.3637190684721548,1.824499955999869,8.004212743549237,56.766719325961034
COMP__Stroma,MRC2__Malignant,0.6635169235251596,0.8062875301300323,0.8229284203591147,13.717746182201159,34.96577145866245
JAM3__Malignant,CD81__Stroma,0.6607276151709459,0.5068432679427225,1.3036132803989686,23.17008952080042,19.40494997367035
LTBP1__Stroma,GFRA1__Malignant,0.6604630905040987,0.24817636576039656,2.6612650583405952,5.213270142180095,64.6129541864139
FN1__Stroma,CD81__Macrophage,0.6564660707871715,1.4325379738808335,0.45825387023337644,19.641916798314902,8.267509215376515
JAM3__Malignant,CD74__Stroma,0.6546293873020015,0.5068432679427225,1.2915814980815332,23.17008952080042,20.221169036334913
TIMP3__Stroma,CD74__Macrophage,0.6542084268725368,1.0308663439741617,0.6346200268314651,16.824644549763033,8.293838862559241
EFNA1__Malignant,IL2RG__Macrophage,0.6466106391167333,3.340968782109631,0.19353986262285147,67.16692996313849,5.555555555555555
LAMB2__Malignant,ITGB4__Stroma,0.6463399632066207,2.616243736458445,0.24704883348581186,66.16640337019484,7.161664033701948
CXCL10__Macrophage,IL6ST__Malignant,0.6447048484233209,0.2046351190333584,3.150509313693242,5.26592943654555,67.29857819905213
AZGP1__Malignant,IL2RG__Macrophage,0.6434371641396599,3.324571772552703,0.19353986262285147,67.53554502369668,5.555555555555555
PSEN1__Malignant,NOTCH2__Stroma,0.639592638403139,1.4528583633670789,0.440230551394458,50.23696682464455,9.083728278041074
FN1__Stroma,CD63__Macrophage,0.6371258378996421,1.4325379738808335,0.44475319294582394,19.641916798314902,8.241179568193786
LTBP1__Stroma,CD55__Malignant,0.6360029527545515,0.24817636576039656,2.5627055614497336,5.213270142180095,63.90205371248025
CXCL14__Malignant,CXCR4__Stroma,0.635308527995769,2.849692624184015,0.22293931724572721,66.45602948920485,8.08320168509742
TIMP3__Stroma,TREM2__Malignant,0.6350065449401754,1.0308663439741617,0.6159930903283924,16.824644549763033,24.986835176408636
PSAP__Macrophage,IL6ST__Stroma,0.6337874255365131,0.5790366470664519,1.0945549452654555,8.293838862559241,17.9304897314376
SELPLG__Macrophage,BAMBI__Malignant,0.6335005629236894,0.1711024499342932,3.702463425666707,4.79199578725645,67.93048973143759
COPA__Malignant,CD163__Macrophage,0.633000076727023,2.4864563801269832,0.25457920025715297,63.69141653501843,6.503422854133754
MDK__Malignant,SDC3__Stroma,0.6321076493474425,2.6881703528770178,0.23514419339939838,65.376513954713,5.107951553449184
HLA-DRA__Macrophage,IL6ST__Stroma,0.6313430249946458,0.5768034101216638,1.0945549452654555,8.293838862559241,17.9304897314376
COL7A1__Malignant,ITGB1__Stroma,0.6305461270261851,0.6856705873753853,0.9196050386816123,27.64612954186414,15.876777251184834
C1QA__Macrophage,CD81__Stroma,0.6299040453942167,0.48319854888363495,1.3036132803989686,8.293838862559241,19.40494997367035
CD44__Malignant,FLOT1__Macrophage,0.6283960708042314,1.900907837539627,0.33057682145052003,58.58346498156924,7.60926803580832
LTBP1__Stroma,AMFR__Malignant,0.6275235120152854,0.24817636576039656,2.528538566082203,5.213270142180095,62.82253817798842
ECM1__Malignant,CAP1__Stroma,0.6255863057531851,0.9353760217931966,0.6688072937275878,41.442864665613484,13.217482885729332
CXCL10__Macrophage,ENO1__Malignant,0.625212734980263,0.2046351190333584,3.0552562919483264,5.26592943654555,67.14060031595577
C1QA__Macrophage,CD74__Stroma,0.6240903056379482,0.48319854888363495,1.2915814980815332,8.293838862559241,20.221169036334913
LYZ__Macrophage,PLXNA3__Malignant,0.6238419541068175,0.5180991853781101,1.2040975390678064,8.293838862559241,42.28541337546077
C1QB__Macrophage,CD81__Stroma,0.6226898303170709,0.47766453416806076,1.3036132803989686,8.267509215376515,19.40494997367035
CXCL10__Macrophage,ERBB2__Malignant,0.6215771405706417,0.2046351190333584,3.0374900628338186,5.26592943654555,66.58767772511848
ECM1__Malignant,LAMP2__Stroma,0.6204721865887913,0.9353760217931966,0.6633398463639175,41.442864665613484,12.76987888362296
BST2__Malignant,IL2RG__Macrophage,0.6203140335344283,3.2050970023845986,0.19353986262285147,67.58820431806214,5.555555555555555
CXCL10__Macrophage,CD151__Malignant,0.6188659229896117,0.2046351190333584,3.02424102916923,5.26592943654555,67.19325961032122
C1QB__Macrophage,CD74__Stroma,0.6169426746212017,0.47766453416806076,1.2915814980815332,8.267509215376515,20.221169036334913
PODXL2__Malignant,CD81__Macrophage,0.6167680082261032,1.3459089999872773,0.45825387023337644,43.733543970510794,8.267509215376515
CD47__Malignant,FLOT1__Macrophage,0.6160334625213895,1.8635107561937638,0.33057682145052003,56.6350710900474,7.60926803580832
THBS1__Stroma,CD74__Macrophage,0.6146695504358423,0.9685631156406587,0.6346200268314651,16.53501843075303,8.293838862559241
ANXA2__Macrophage,IL13RA1__Malignant,0.6136960597614622,0.3739448565684712,1.6411405290958758,7.925223802001054,52.58030542390731
GRN__Macrophage,CD81__Stroma,0.6127541636272357,0.4700428975682906,1.3036132803989686,8.293838862559241,19.40494997367035
TNFSF10__Malignant,IL2RG__Macrophage,0.6086566819755087,3.1448646998452707,0.19353986262285147,66.29805160610847,5.555555555555555
GRN__Macrophage,CD74__Stroma,0.6070987098038374,0.4700428975682906,1.2915814980815332,8.293838862559241,20.221169036334913
VIM__Macrophage,CD81__Stroma,0.6056122515963928,0.4645643464226186,1.3036132803989686,8.241179568193786,19.40494997367035
HLA-DMA__Macrophage,IL13RA1__Malignant,0.6043057817496803,0.3682230564877949,1.6411405290958758,7.9515534491837805,52.58030542390731
COMP__Stroma,CD163__Malignant,0.6042318735427085,0.8062875301300323,0.7493999980940574,13.717746182201159,33.62295945234334
HLA-DRB1__Malignant,IL2RG__Macrophage,0.60221972417362,3.111605619702012,0.19353986262285147,68.27277514481305,5.555555555555555
TIMP3__Stroma,FPR3__Malignant,0.6019052606172166,1.0308663439741617,0.5838829292813765,16.824644549763033,25.3291205897841
VIM__Macrophage,CD74__Stroma,0.6000227145077941,0.4645643464226186,1.2915814980815332,8.241179568193786,20.221169036334913
PODXL2__Malignant,CD63__Macrophage,0.5985973251588625,1.3459089999872773,0.44475319294582394,43.733543970510794,8.241179568193786
LTBP1__Stroma,PRLR__Malignant,0.5980324958064476,0.24817636576039656,2.409707684992945,5.213270142180095,61.87467087941022
LTBP1__Stroma,IFITM1__Malignant,0.5976197411174998,0.24817636576039656,2.4080445343231256,5.213270142180095,62.34860452869931
ITGB2__Macrophage,IL13RA1__Malignant,0.5969141044746512,0.3637190684721548,1.6411405290958758,8.004212743549237,52.58030542390731
THBS1__Stroma,TREM2__Malignant,0.5966281867815855,0.9685631156406587,0.6159930903283924,16.53501843075303,24.986835176408636
ECM1__Malignant,CD74__Macrophage,0.5936083560479075,0.9353760217931966,0.6346200268314651,41.442864665613484,8.293838862559241
SELPLG__Macrophage,CD9__Malignant,0.5915186430131225,0.1711024499342932,3.4571021235539154,4.79199578725645,67.6408636124276
SEMA4A__Malignant,PLXNB2__Stroma,0.5887375041900756,0.622277856205564,0.9461006820650733,24.69720905739863,16.929963138493946
PTDSS1__Malignant,SCARB1__Stroma,0.5860318458382907,1.5737450894244596,0.3723804126706509,50.71090047393365,8.925750394944707
IGFBP4__Malignant,IL2RG__Macrophage,0.5845466351648084,3.020290638026889,0.19353986262285147,68.45708267509215,5.555555555555555
NAMPT__Malignant,ITGA5__Stroma,0.5825219688075869,1.1720366559080444,0.49701685170953425,41.943127962085306,9.847288046340179
SEMA3C__Malignant,NRP1__Stroma,0.5820965320448417,1.4860115568939467,0.39171736541641483,49.07846234860453,8.056872037914692
LTBP1__Stroma,ATP6AP2__Malignant,0.5820305498470153,0.24817636576039656,2.3452295631121474,5.213270142180095,62.95418641390206
C1QA__Macrophage,PLXNA3__Malignant,0.58181818359192,0.48319854888363495,1.2040975390678064,8.293838862559241,42.28541337546077
FN1__Stroma,TYROBP__Macrophage,0.5753108954648294,1.4325379738808335,0.4016025445428694,19.641916798314902,8.030542390731963
C1QB__Macrophage,PLXNA3__Malignant,0.575154690091732,0.47766453416806076,1.2040975390678064,8.267509215376515,42.28541337546077
LTF__Malignant,CD81__Stroma,0.5748457996512673,0.44096344237559215,1.3036132803989686,15.455502896261189,19.40494997367035
ADAM17__Malignant,ITGB1__Stroma,0.5718193616860117,0.621809730953408,0.9196050386816123,24.381253291205898,15.876777251184834
LTF__Malignant,CD74__Stroma,0.5695402235026572,0.44096344237559215,1.2915814980815332,15.455502896261189,20.221169036334913
LTBP1__Stroma,ADORA2A__Malignant,0.5688488203225468,0.24817636576039656,2.2921152003319505,5.213270142180095,60.61084781463928
SELPLG__Macrophage,CD63__Malignant,0.5679425761447224,0.1711024499342932,3.31931294007084,4.79199578725645,68.48341232227489
LYZ__Macrophage,IL6ST__Stroma,0.5670880254936144,0.5180991853781101,1.0945549452654555,8.293838862559241,17.9304897314376
GRN__Macrophage,PLXNA3__Malignant,0.5659774962182796,0.4700428975682906,1.2040975390678064,8.293838862559241,42.28541337546077
THBS1__Stroma,FPR3__Malignant,0.5655274691541644,0.9685631156406587,0.5838829292813765,16.53501843075303,25.3291205897841
CXCL10__Macrophage,FLOT1__Malignant,0.5613169882533245,0.2046351190333584,2.7430139601884367,5.26592943654555,65.7451290152712
APOE__Macrophage,FLOT1__Stroma,0.5605616687818834,0.6168849897367406,0.908697209541614,8.293838862559241,16.903633491311215
VIM__Macrophage,PLXNA3__Malignant,0.559380786266119,0.4645643464226186,1.2040975390678064,8.241179568193786,42.28541337546077
LRPAP1__Malignant,SORT1__Stroma,0.5584310265877199,2.176298949020063,0.25659665315703456,61.84834123222749,6.161137440758294
COL9A2__Malignant,ITGA1__Stroma,0.5558475452067151,2.1544872596650664,0.2579952806465546,58.92575039494471,5.371248025276461
CXCL10__Macrophage,PLXNB2__Malignant,0.5558377775921347,0.2046351190333584,2.7162384453742043,5.26592943654555,65.69246972090575
CXCL10__Macrophage,SDC1__Malignant,0.5548658379503227,0.2046351190333584,2.7114888225020253,5.26592943654555,64.797261716693
JAM3__Malignant,IL6ST__Stroma,0.5547678054012112,0.5068432679427225,1.0945549452654555,23.17008952080042,17.9304897314376
MMP7__Malignant,CAP1__Stroma,0.5530216984723464,0.826877493201499,0.6688072937275878,27.883096366508685,13.217482885729332
FN1__Stroma,ENO1__Macrophage,0.5524298131007457,1.4325379738808335,0.3856301355866884,19.641916798314902,8.056872037914692
CXCL14__Malignant,IL2RG__Macrophage,0.5515291190019274,2.849692624184015,0.19353986262285147,66.45602948920485,5.555555555555555
MMP7__Malignant,LAMP2__Stroma,0.5485007893020636,0.826877493201499,0.6633398463639175,27.883096366508685,12.76987888362296
LTBP1__Stroma,ITGB5__Malignant,0.5466213929635739,0.24817636576039656,2.2025521700616446,5.213270142180095,63.3754607688257
APOE__Macrophage,LDLR__Malignant,0.545488563569793,0.6168849897367406,0.8842629868536493,8.293838862559241,31.85887309110058
CXCL10__Macrophage,GFRA1__Malignant,0.5445882919928452,0.2046351190333584,2.6612650583405952,5.26592943654555,64.6129541864139
FN1__Stroma,CD9__Macrophage,0.5413427029468233,1.4325379738808335,0.3778906477992291,19.641916798314902,8.004212743549237
PODXL2__Malignant,TYROBP__Macrophage,0.5405204791180394,1.3459089999872773,0.4016025445428694,43.733543970510794,8.030542390731963
SELPLG__Macrophage,IL6ST__Malignant,0.5390598621137224,0.1711024499342932,3.150509313693242,4.79199578725645,67.29857819905213
C1QA__Macrophage,IL6ST__Stroma,0.5288873612256746,0.48319854888363495,1.0945549452654555,8.293838862559241,17.9304897314376
LAMA5__Malignant,ITGA1__Stroma,0.5275373388883967,2.0447557705953012,0.2579952806465546,58.89942074776198,5.371248025276461
SEMA3C__Malignant,PLXNA1__Stroma,0.5267798742780182,1.4860115568939467,0.35449244781049394,49.07846234860453,7.37230121116377
PSAP__Macrophage,FLOT1__Stroma,0.5261689854116173,0.5790366470664519,0.908697209541614,8.293838862559241,16.903633491311215
MMP7__Malignant,CD74__Macrophage,0.5247530169218699,0.826877493201499,0.6346200268314651,27.883096366508685,8.293838862559241
CXCL10__Macrophage,CD55__Malignant,0.5244195576147158,0.2046351190333584,2.5627055614497336,5.26592943654555,63.90205371248025
HLA-DRA__Macrophage,FLOT1__Stroma,0.524139649231643,0.5768034101216638,0.908697209541614,8.293838862559241,16.903633491311215
APOE__Macrophage,ITGB5__Stroma,0.5240166591501426,0.6168849897367406,0.8494560053629607,8.293838862559241,15.11321748288573
C1QB__Macrophage,IL6ST__Stroma,0.522830078051571,0.47766453416806076,1.0945549452654555,8.267509215376515,17.9304897314376
SELPLG__Macrophage,ENO1__Malignant,0.5227618367295228,0.1711024499342932,3.0552562919483264,4.79199578725645,67.14060031595577
ADAM9__Malignant,ITGAV__Stroma,0.522166620963316,0.9485705739755096,0.5504773553905304,36.57187993680885,10.795155344918378
FN1__Stroma,ITGB2__Macrophage,0.5210413774109248,1.4325379738808335,0.3637190684721548,19.641916798314902,8.004212743549237
SELPLG__Macrophage,ERBB2__Malignant,0.5197219914019365,0.1711024499342932,3.0374900628338186,4.79199578725645,66.58767772511848
PODXL2__Malignant,ENO1__Macrophage,0.519023070152438,1.3459089999872773,0.3856301355866884,43.733543970510794,8.056872037914692
SELPLG__Macrophage,CD151__Malignant,0.5174550492826635,0.1711024499342932,3.02424102916923,4.79199578725645,67.19325961032122
CXCL10__Macrophage,AMFR__Malignant,0.517427790450669,0.2046351190333584,2.528538566082203,5.26592943654555,62.82253817798842
GRN__Macrophage,IL6ST__Stroma,0.5144877780202765,0.4700428975682906,1.0945549452654555,8.293838862559241,17.9304897314376
PSAP__Macrophage,LDLR__Malignant,0.5120206750327031,0.5790366470664519,0.8842629868536493,8.293838862559241,31.85887309110058
COMP__Stroma,CD74__Macrophage,0.5116862140049968,0.8062875301300323,0.6346200268314651,13.717746182201159,8.293838862559241
HLA-DRA__Macrophage,LDLR__Malignant,0.5100459062615529,0.5768034101216638,0.8842629868536493,8.293838862559241,31.85887309110058
PODXL2__Malignant,CD9__Macrophage,0.5086064238840049,1.3459089999872773,0.3778906477992291,43.733543970510794,8.004212743549237
VIM__Macrophage,IL6ST__Stroma,0.5084912027708914,0.4645643464226186,1.0945549452654555,8.241179568193786,17.9304897314376
APOE__Macrophage,MRC2__Malignant,0.5076521901473046,0.6168849897367406,0.8229284203591147,8.293838862559241,34.96577145866245
LAMA5__Malignant,ITGB4__Stroma,0.5051545278889514,2.0447557705953012,0.24704883348581186,58.89942074776198,7.161664033701948
ICAM3__Malignant,ITGB2__Stroma,0.5012832481936204,0.7738203185704488,0.647803160712668,28.620326487625064,13.69141653501843
COMP__Stroma,TREM2__Malignant,0.4966675473780454,0.8062875301300323,0.6159930903283924,13.717746182201159,24.986835176408636
CXCL10__Macrophage,PRLR__Malignant,0.49311081895412984,0.2046351190333584,2.409707684992945,5.26592943654555,61.87467087941022
CXCL10__Macrophage,IFITM1__Malignant,0.49277047991884093,0.2046351190333584,2.4080445343231256,5.26592943654555,62.34860452869931
PSAP__Macrophage,ITGB5__Stroma,0.4918661571758307,0.5790366470664519,0.8494560053629607,8.293838862559241,15.11321748288573
LGALS3BP__Malignant,VANGL1__Stroma,0.49128833101442654,3.484602378237509,0.14098834750348682,68.72037914691943,3.080568720379147
HLA-DRA__Macrophage,ITGB5__Stroma,0.4899691206416821,0.5768034101216638,0.8494560053629607,8.293838862559241,15.11321748288573
PODXL2__Malignant,ITGB2__Macrophage,0.4895327677236619,1.3459089999872773,0.3637190684721548,43.733543970510794,8.004212743549237
ANXA2__Macrophage,CD81__Stroma,0.48747948115954653,0.3739448565684712,1.3036132803989686,7.925223802001054,19.40494997367035
LTBP1__Stroma,TYROBP__Malignant,0.4852824423130295,0.24817636576039656,1.9553934591078206,5.213270142180095,60.55818852027382
CD44__Malignant,CD163__Macrophage,0.48393159704339234,1.900907837539627,0.25457920025715297,58.58346498156924,6.503422854133754
ANXA2__Macrophage,CD74__Stroma,0.4829802580465901,0.3739448565684712,1.2915814980815332,7.925223802001054,20.221169036334913
LTF__Malignant,IL6ST__Stroma,0.4826587165334831,0.44096344237559215,1.0945549452654555,15.455502896261189,17.9304897314376
COPA__Malignant,IL2RG__Macrophage,0.4812284262274889,2.4864563801269832,0.19353986262285147,63.69141653501843,5.555555555555555
HLA-DMA__Macrophage,CD81__Stroma,0.48002046658658903,0.3682230564877949,1.3036132803989686,7.9515534491837805,19.40494997367035
CXCL10__Macrophage,ATP6AP2__Malignant,0.4799163308080054,0.2046351190333584,2.3452295631121474,5.26592943654555,62.95418641390206
PSAP__Macrophage,MRC2__Malignant,0.47650571330043345,0.5790366470664519,0.8229284203591147,8.293838862559241,34.96577145866245
CGA__Malignant,SIRPA__Stroma,0.4756750703413388,2.198681024826507,0.2163456476725055,59.241706161137444,5.581885202738284
HLA-DMA__Macrophage,CD74__Stroma,0.47559008692666715,0.3682230564877949,1.2915814980815332,7.9515534491837805,20.221169036334913
HLA-DRA__Macrophage,MRC2__Malignant,0.4746679191491714,0.5768034101216638,0.8229284203591147,8.293838862559241,34.96577145866245
CD47__Malignant,CD163__Macrophage,0.4744110779824108,1.8635107561937638,0.25457920025715297,56.6350710900474,6.503422854133754
ITGB2__Macrophage,CD81__Stroma,0.47414900799464277,0.3637190684721548,1.3036132803989686,8.004212743549237,19.40494997367035
FN1__Stroma,FLOT1__Macrophage,0.473563850012694,1.4325379738808335,0.33057682145052003,19.641916798314902,7.60926803580832
TIMP3__Stroma,CD81__Macrophage,0.4723984918194907,1.0308663439741617,0.45825387023337644,16.824644549763033,8.267509215376515
LTBP1__Stroma,CD44__Malignant,0.471760398766039,0.24817636576039656,1.900907837539627,5.213270142180095,58.58346498156924
LYZ__Macrophage,FLOT1__Stroma,0.470795284018872,0.5180991853781101,0.908697209541614,8.293838862559241,16.903633491311215
COMP__Stroma,FPR3__Malignant,0.4707775249353694,0.8062875301300323,0.5838829292813765,13.717746182201159,25.3291205897841
ITGB2__Macrophage,CD74__Stroma,0.46977281933808546,0.3637190684721548,1.2915814980815332,8.004212743549237,20.221169036334913
SELPLG__Macrophage,FLOT1__Malignant,0.4693364087922093,0.1711024499342932,2.7430139601884367,4.79199578725645,65.7451290152712
CXCL10__Macrophage,ADORA2A__Malignant,0.46904726685809883,0.2046351190333584,2.2921152003319505,5.26592943654555,60.61084781463928
SELPLG__Macrophage,PLXNB2__Malignant,0.46475505260924216,0.1711024499342932,2.7162384453742043,4.79199578725645,65.69246972090575
