Ligand,Receptor,LRscore,ligand_mean_expr,receptor_mean_expr,ligand_pct_expr,receptor_pct_expr
SELPLG__Macrophage,SDC1__Malignant,0.4639423804995484,0.1711024499342932,2.7114888225020253,4.79199578725645,64.797261716693
LTBP1__Stroma,CD47__Malignant,0.4624793270275767,0.24817636576039656,1.8635107561937638,5.213270142180095,56.6350710900474
APOE__Macrophage,CD163__Malignant,0.462293610132966,0.6168849897367406,0.7493999980940574,8.293838862559241,33.62295945234334
JAM3__Malignant,FLOT1__Stroma,0.4605670632545045,0.5068432679427225,0.908697209541614,23.17008952080042,16.903633491311215
TIMP3__Stroma,CD63__Macrophage,0.45848109798289644,1.0308663439741617,0.44475319294582394,16.824644549763033,8.241179568193786
LYZ__Macrophage,LDLR__Malignant,0.4581359331488902,0.5180991853781101,0.8842629868536493,8.293838862559241,31.85887309110058
SELPLG__Macrophage,GFRA1__Malignant,0.4553489714066055,0.1711024499342932,2.6612650583405952,4.79199578725645,64.6129541864139
LTBP1__Stroma,MAGED1__Malignant,0.4527977684100509,0.24817636576039656,1.824499955999869,5.213270142180095,56.766719325961034
CXCL10__Macrophage,ITGB5__Malignant,0.4507195254977465,0.2046351190333584,2.2025521700616446,5.26592943654555,63.3754607688257
ANXA2__Macrophage,PLXNA3__Malignant,0.45026608154116,0.3739448565684712,1.2040975390678064,7.925223802001054,42.28541337546077
YBX1__Malignant,NOTCH1__Stroma,0.4501362264142903,2.1337834081486444,0.21095685002295825,60.68983675618747,5.713533438651922
PODXL2__Malignant,FLOT1__Macrophage,0.44492631917744213,1.3459089999872773,0.33057682145052003,43.733543970510794,7.60926803580832
THBS1__Stroma,CD81__Macrophage,0.44384779630762916,0.9685631156406587,0.45825387023337644,16.53501843075303,8.267509215376515
HLA-DMA__Macrophage,PLXNA3__Malignant,0.4433764761449797,0.3682230564877949,1.2040975390678064,7.9515534491837805,42.28541337546077
CDH1__Malignant,LRP5__Stroma,0.4411198459904987,3.082696117276213,0.14309546877434687,65.82411795681938,3.291205897840969
LYZ__Macrophage,ITGB5__Stroma,0.4401024643930935,0.5180991853781101,0.8494560053629607,8.293838862559241,15.11321748288573
SEMA3C__Malignant,PLXNA3__Stroma,0.44002758696016203,1.4860115568939467,0.29611316609132254,49.07846234860453,6.661400737230121
C1QA__Macrophage,FLOT1__Stroma,0.43908117302511623,0.48319854888363495,0.908697209541614,8.293838862559241,16.903633491311215
SELPLG__Macrophage,CD55__Malignant,0.43848520002428776,0.1711024499342932,2.5627055614497336,4.79199578725645,63.90205371248025
ITGB2__Macrophage,PLXNA3__Malignant,0.43795323525935653,0.3637190684721548,1.2040975390678064,8.004212743549237,42.28541337546077
JAG2__Malignant,NOTCH2__Stroma,0.4359327236064274,0.9902373250234066,0.440230551394458,35.229067930489734,9.083728278041074
C1QB__Macrophage,FLOT1__Stroma,0.43405242929551174,0.47766453416806076,0.908697209541614,8.267509215376515,16.903633491311215
PSAP__Macrophage,CD163__Malignant,0.4339300622079884,0.5790366470664519,0.7493999980940574,8.293838862559241,33.62295945234334
PLAT__Malignant,ITGB2__Stroma,0.43316040659388405,0.6686605328034385,0.647803160712668,24.881516587677723,13.69141653501843
SELPLG__Macrophage,AMFR__Malignant,0.43263914341000964,0.1711024499342932,2.528538566082203,4.79199578725645,62.82253817798842
HLA-DRA__Macrophage,CD163__Malignant,0.4322564744458207,0.5768034101216638,0.7493999980940574,8.293838862559241,33.62295945234334
THBS1__Stroma,CD63__Macrophage,0.4307715382507383,0.9685631156406587,0.44475319294582394,16.53501843075303,8.241179568193786
JAM3__Malignant,ITGB5__Stroma,0.43054105773173384,0.5068432679427225,0.8494560053629607,23.17008952080042,15.11321748288573
ECM1__Malignant,CD81__Macrophage,0.4286396821102314,0.9353760217931966,0.45825387023337644,41.442864665613484,8.267509215376515
C1QA__Macrophage,LDLR__Malignant,0.4272745920791921,0.48319854888363495,0.8842629868536493,8.293838862559241,31.85887309110058
GRN__Macrophage,FLOT1__Stroma,0.42712666938516036,0.4700428975682906,0.908697209541614,8.293838862559241,16.903633491311215
LYZ__Macrophage,MRC2__Malignant,0.42635854421255226,0.5180991853781101,0.8229284203591147,8.293838862559241,34.96577145866245
C1QB__Macrophage,LDLR__Malignant,0.42238106769750644,0.47766453416806076,0.8842629868536493,8.267509215376515,31.85887309110058
VIM__Macrophage,FLOT1__Stroma,0.42214832524675727,0.4645643464226186,0.908697209541614,8.241179568193786,16.903633491311215
PIP__Malignant,NPTN__Stroma,0.4219824990052757,0.8020236902206503,0.5261471751404015,26.434965771458664,10.505529225908374
SEMA4A__Malignant,PLXND1__Stroma,0.4185825831636399,0.622277856205564,0.672661864775347,24.69720905739863,13.217482885729332
ECM1__Malignant,CD63__Macrophage,0.41601147229748675,0.9353760217931966,0.44475319294582394,41.442864665613484,8.241179568193786
GRN__Macrophage,LDLR__Malignant,0.4156415365530806,0.4700428975682906,0.8842629868536493,8.293838862559241,31.85887309110058
TIMP3__Stroma,TYROBP__Macrophage,0.4139985468236282,1.0308663439741617,0.4016025445428694,16.824644549763033,8.030542390731963
APOE__Macrophage,CAP1__Stroma,0.41257718052700026,0.6168849897367406,0.6688072937275878,8.293838862559241,13.217482885729332
SELPLG__Macrophage,PRLR__Malignant,0.4123068885277869,0.1711024499342932,2.409707684992945,4.79199578725645,61.87467087941022
SELPLG__Macrophage,IFITM1__Malignant,0.412022319373571,0.1711024499342932,2.4080445343231256,4.79199578725645,62.34860452869931
VIM__Macrophage,LDLR__Malignant,0.4107970565533782,0.4645643464226186,0.8842629868536493,8.241179568193786,31.85887309110058
C1QA__Macrophage,ITGB5__Stroma,0.41045590913187185,0.48319854888363495,0.8494560053629607,8.293838862559241,15.11321748288573
ANXA2__Macrophage,IL6ST__Stroma,0.4093031920136016,0.3739448565684712,1.0945549452654555,7.925223802001054,17.9304897314376
APOE__Macrophage,LAMP2__Stroma,0.40920439431617633,0.6168849897367406,0.6633398463639175,8.293838862559241,12.76987888362296
LTBP1__Stroma,IL13RA1__Malignant,0.4072922922131088,0.24817636576039656,1.6411405290958758,5.213270142180095,52.58030542390731
C1QB__Macrophage,ITGB5__Stroma,0.40575500709796036,0.47766453416806076,0.8494560053629607,8.267509215376515,15.11321748288573
CD47__Malignant,SIRPA__Stroma,0.40316244149342034,1.8635107561937638,0.2163456476725055,56.6350710900474,5.581885202738284
HLA-DMA__Macrophage,IL6ST__Stroma,0.4030403674394771,0.3682230564877949,1.0945549452654555,7.9515534491837805,17.9304897314376
SELPLG__Macrophage,ATP6AP2__Malignant,0.4012745239068205,0.1711024499342932,2.3452295631121474,4.79199578725645,62.95418641390206
LTF__Malignant,FLOT1__Stroma,0.4007022495965649,0.44096344237559215,0.908697209541614,15.455502896261189,16.903633491311215
CXCL10__Macrophage,TYROBP__Malignant,0.4001421732615793,0.2046351190333584,1.9553934591078206,5.26592943654555,60.55818852027382
GRN__Macrophage,ITGB5__Stroma,0.39928076211759145,0.4700428975682906,0.8494560053629607,8.293838862559241,15.11321748288573
ITGB2__Macrophage,IL6ST__Stroma,0.39811050508354184,0.3637190684721548,1.0945549452654555,8.004212743549237,17.9304897314376
C1QA__Macrophage,MRC2__Malignant,0.3976378185526262,0.48319854888363495,0.8229284203591147,8.293838862559241,34.96577145866245
TIMP3__Stroma,ENO1__Macrophage,0.3975331279985097,1.0308663439741617,0.3856301355866884,16.824644549763033,8.056872037914692
VIM__Macrophage,ITGB5__Stroma,0.39462697394621227,0.4645643464226186,0.8494560053629607,8.241179568193786,15.11321748288573
C1QB__Macrophage,MRC2__Malignant,0.39308372056449464,0.47766453416806076,0.8229284203591147,8.267509215376515,34.96577145866245
SELPLG__Macrophage,ADORA2A__Malignant,0.39218652630843,0.1711024499342932,2.2921152003319505,4.79199578725645,60.61084781463928
TIMP3__Stroma,CD9__Macrophage,0.3895547505188189,1.0308663439741617,0.3778906477992291,16.824644549763033,8.004212743549237
CXCL10__Macrophage,CD44__Malignant,0.3889925016063655,0.2046351190333584,1.900907837539627,5.26592943654555,58.58346498156924
THBS1__Stroma,TYROBP__Macrophage,0.388977411791658,0.9685631156406587,0.4016025445428694,16.53501843075303,8.030542390731963
LYZ__Macrophage,CD163__Malignant,0.3882635285348884,0.5180991853781101,0.7493999980940574,8.293838862559241,33.62295945234334
PSAP__Macrophage,CAP1__Stroma,0.3872639328936101,0.5790366470664519,0.6688072937275878,8.293838862559241,13.217482885729332
GRN__Macrophage,MRC2__Malignant,0.38681165919689453,0.4700428975682906,0.8229284203591147,8.293838862559241,34.96577145866245
HLA-DRA__Macrophage,CAP1__Stroma,0.3857703277363139,0.5768034101216638,0.6688072937275878,8.293838862559241,13.217482885729332
PSAP__Macrophage,LAMP2__Stroma,0.38409808050413813,0.5790366470664519,0.6633398463639175,8.293838862559241,12.76987888362296
F11R__Malignant,ITGAL__Stroma,0.3838880089547563,1.808941854907853,0.21221688685748907,54.42338072669827,6.661400737230121
HLA-DRA__Macrophage,LAMP2__Stroma,0.38261668545228816,0.5768034101216638,0.6633398463639175,8.293838862559241,12.76987888362296
VIM__Macrophage,MRC2__Malignant,0.3823032037567301,0.4645643464226186,0.8229284203591147,8.241179568193786,34.96577145866245
CXCL10__Macrophage,CD47__Malignant,0.3813397454136546,0.2046351190333584,1.8635107561937638,5.26592943654555,56.6350710900474
APOE__Macrophage,TREM2__Malignant,0.37999689120513347,0.6168849897367406,0.6159930903283924,8.293838862559241,24.986835176408636
MMP7__Malignant,CD81__Macrophage,0.3789198114684593,0.826877493201499,0.45825387023337644,27.883096366508685,8.267509215376515
ZG16B__Malignant,CXCR4__Stroma,0.3771620191931968,1.691769867481396,0.22293931724572721,51.84307530279094,8.08320168509742
SELPLG__Macrophage,ITGB5__Malignant,0.37686207240564135,0.1711024499342932,2.2025521700616446,4.79199578725645,63.3754607688257
ECM1__Malignant,TYROBP__Macrophage,0.3756493904565342,0.9353760217931966,0.4016025445428694,41.442864665613484,8.030542390731963
TIMP3__Stroma,ITGB2__Macrophage,0.374945746349578,1.0308663439741617,0.3637190684721548,16.824644549763033,8.004212743549237
LTF__Malignant,ITGB5__Stroma,0.37457904427147065,0.44096344237559215,0.8494560053629607,15.455502896261189,15.11321748288573
RTN4__Malignant,S1PR2__Stroma,0.37368164011708405,2.360953437386289,0.15827573479414786,62.506582411795684,3.4755134281200633
THBS1__Stroma,ENO1__Macrophage,0.3735071256087726,0.9685631156406587,0.3856301355866884,16.53501843075303,8.056872037914692
CXCL10__Macrophage,MAGED1__Malignant,0.37335676567239034,0.2046351190333584,1.824499955999869,5.26592943654555,56.766719325961034
COL9A2__Malignant,ITGA11__Stroma,0.3710728471822361,2.1544872596650664,0.17223255580537644,58.92575039494471,3.738809899947341
COMP__Stroma,CD81__Macrophage,0.3694843812029974,0.8062875301300323,0.45825387023337644,13.717746182201159,8.267509215376515
VEGFA__Malignant,SIRPA__Stroma,0.3681607897910539,1.7017249653589495,0.2163456476725055,52.08004212743549,5.581885202738284
CD44__Malignant,IL2RG__Macrophage,0.3679014417361211,1.900907837539627,0.19353986262285147,58.58346498156924,5.555555555555555
MMP7__Malignant,CD63__Macrophage,0.36775640527640546,0.826877493201499,0.44475319294582394,27.883096366508685,8.241179568193786
THBS1__Stroma,CD9__Macrophage,0.36601094320388816,0.9685631156406587,0.3778906477992291,16.53501843075303,8.004212743549237
FN1__Stroma,CD163__Macrophage,0.3646943717285849,1.4325379738808335,0.25457920025715297,19.641916798314902,6.503422854133754
VEGFA__Malignant,NRP2__Stroma,0.36318138820503937,1.7017249653589495,0.21341955697784132,52.08004212743549,4.6866771985255395
C1QA__Macrophage,CD163__Malignant,0.36210899161244736,0.48319854888363495,0.7493999980940574,8.293838862559241,33.62295945234334
ECM1__Malignant,ENO1__Macrophage,0.3607091821086476,0.9353760217931966,0.3856301355866884,41.442864665613484,8.056872037914692
CD47__Malignant,IL2RG__Macrophage,0.3606636157499471,1.8635107561937638,0.19353986262285147,56.6350710900474,5.555555555555555
APOE__Macrophage,FPR3__Malignant,0.3601886148372,0.6168849897367406,0.5838829292813765,8.293838862559241,25.3291205897841
COMP__Stroma,CD63__Macrophage,0.35859895345773407,0.8062875301300323,0.44475319294582394,13.717746182201159,8.241179568193786
C1QB__Macrophage,CD163__Malignant,0.3579618009951436,0.47766453416806076,0.7493999980940574,8.267509215376515,33.62295945234334
PSAP__Macrophage,TREM2__Malignant,0.3566825736398544,0.5790366470664519,0.6159930903283924,8.293838862559241,24.986835176408636
HLA-DRA__Macrophage,TREM2__Malignant,0.3553069151127988,0.5768034101216638,0.6159930903283924,8.293838862559241,24.986835176408636
ECM1__Malignant,CD9__Macrophage,0.3534698508112969,0.9353760217931966,0.3778906477992291,41.442864665613484,8.004212743549237
THBS1__Stroma,ITGB2__Macrophage,0.3522848741773083,0.9685631156406587,0.3637190684721548,16.53501843075303,8.004212743549237
GRN__Macrophage,CD163__Malignant,0.3522501465418022,0.4700428975682906,0.7493999980940574,8.293838862559241,33.62295945234334
VIM__Macrophage,CD163__Malignant,0.34814452032367743,0.4645643464226186,0.7493999980940574,8.241179568193786,33.62295945234334
LYZ__Macrophage,CAP1__Stroma,0.34650851405520167,0.5180991853781101,0.6688072937275878,8.293838862559241,13.217482885729332
LYZ__Macrophage,LAMP2__Stroma,0.34367583402998636,0.5180991853781101,0.6633398463639175,8.293838862559241,12.76987888362296
PODXL2__Malignant,CD163__Macrophage,0.3426404368356656,1.3459089999872773,0.25457920025715297,43.733543970510794,6.503422854133754
TIMP3__Stroma,FLOT1__Macrophage,0.3407805193312968,1.0308663439741617,0.33057682145052003,16.824644549763033,7.60926803580832
ECM1__Malignant,ITGB2__Macrophage,0.34021409531781144,0.9353760217931966,0.3637190684721548,41.442864665613484,8.004212743549237
ANXA2__Macrophage,FLOT1__Stroma,0.3398026476862089,0.3739448565684712,0.908697209541614,7.925223802001054,16.903633491311215
JAM3__Malignant,CAP1__Stroma,0.33898047437681894,0.5068432679427225,0.6688072937275878,23.17008952080042,13.217482885729332
PSAP__Macrophage,FPR3__Malignant,0.3380896136504265,0.5790366470664519,0.5838829292813765,8.293838862559241,25.3291205897841
HLA-DRA__Macrophage,FPR3__Malignant,0.33678566472132426,0.5768034101216638,0.5838829292813765,8.293838862559241,25.3291205897841
JAM3__Malignant,LAMP2__Stroma,0.3362093354877114,0.5068432679427225,0.6633398463639175,23.17008952080042,12.76987888362296
CXCL10__Macrophage,IL13RA1__Malignant,0.33583498752200336,0.2046351190333584,1.6411405290958758,5.26592943654555,52.58030542390731
HLA-DMA__Macrophage,FLOT1__Stroma,0.33460326391934336,0.3682230564877949,0.908697209541614,7.9515534491837805,16.903633491311215
SELPLG__Macrophage,TYROBP__Malignant,0.33457261143884026,0.1711024499342932,1.9553934591078206,4.79199578725645,60.55818852027382
MMP7__Malignant,TYROBP__Macrophage,0.3320761052949512,0.826877493201499,0.4016025445428694,27.883096366508685,8.030542390731963
ANXA2__Macrophage,LDLR__Malignant,0.33066559578779586,0.3739448565684712,0.8842629868536493,7.925223802001054,31.85887309110058
ITGB2__Macrophage,FLOT1__Stroma,0.3305105025777223,0.3637190684721548,0.908697209541614,8.004212743549237,16.903633491311215
JAM3__Malignant,ITGB2__Stroma,0.3283346709592333,0.5068432679427225,0.647803160712668,23.17008952080042,13.69141653501843
HLA-DMA__Macrophage,LDLR__Malignant,0.3256060197582776,0.3682230564877949,0.8842629868536493,7.9515534491837805,31.85887309110058
SELPLG__Macrophage,CD44__Malignant,0.3252499881023296,0.1711024499342932,1.900907837539627,4.79199578725645,58.58346498156924
COMP__Stroma,TYROBP__Macrophage,0.3238071237334065,0.8062875301300323,0.4016025445428694,13.717746182201159,8.030542390731963
C1QA__Macrophage,CAP1__Stroma,0.32316671381196144,0.48319854888363495,0.6688072937275878,8.293838862559241,13.217482885729332
JAM3__Malignant,CD74__Macrophage,0.321652888301158,0.5068432679427225,0.6346200268314651,23.17008952080042,8.293838862559241
ITGB2__Macrophage,LDLR__Malignant,0.3216233098628146,0.3637190684721548,0.8842629868536493,8.004212743549237,31.85887309110058
C1QA__Macrophage,LAMP2__Stroma,0.3205248511797383,0.48319854888363495,0.6633398463639175,8.293838862559241,12.76987888362296
THBS1__Stroma,FLOT1__Macrophage,0.3201845161427014,0.9685631156406587,0.33057682145052003,16.53501843075303,7.60926803580832
C1QB__Macrophage,CAP1__Stroma,0.31946552440658965,0.47766453416806076,0.6688072937275878,8.267509215376515,13.217482885729332
LYZ__Macrophage,TREM2__Malignant,0.31914551829768467,0.5180991853781101,0.6159930903283924,8.293838862559241,24.986835176408636
MMP7__Malignant,ENO1__Macrophage,0.31886887981687506,0.826877493201499,0.3856301355866884,27.883096366508685,8.056872037914692
SELPLG__Macrophage,CD47__Malignant,0.3188512558636603,0.1711024499342932,1.8635107561937638,4.79199578725645,56.6350710900474
ANXA2__Macrophage,ITGB5__Stroma,0.31764970408667886,0.3739448565684712,0.8494560053629607,7.925223802001054,15.11321748288573
SEMA3C__Malignant,NRP2__Stroma,0.31714392813625836,1.4860115568939467,0.21341955697784132,49.07846234860453,4.6866771985255395
C1QB__Macrophage,LAMP2__Stroma,0.31685391870853363,0.47766453416806076,0.6633398463639175,8.267509215376515,12.76987888362296
GRN__Macrophage,CAP1__Stroma,0.31436811825852223,0.4700428975682906,0.6688072937275878,8.293838862559241,13.217482885729332
LAMA3__Malignant,ITGB1__Stroma,0.31425787477696254,0.34173135374235986,0.9196050386816123,13.665086887835704,15.876777251184834
HLA-DMA__Macrophage,ITGB5__Stroma,0.3127892866466621,0.3682230564877949,0.8494560053629607,7.9515534491837805,15.11321748288573
MMP7__Malignant,CD9__Macrophage,0.3124692715565171,0.826877493201499,0.3778906477992291,27.883096366508685,8.004212743549237
SELPLG__Macrophage,MAGED1__Malignant,0.3121764123765877,0.1711024499342932,1.824499955999869,4.79199578725645,56.766719325961034
GRN__Macrophage,LAMP2__Stroma,0.3117981834574005,0.4700428975682906,0.6633398463639175,8.293838862559241,12.76987888362296
COMP__Stroma,ENO1__Macrophage,0.3109287695659005,0.8062875301300323,0.3856301355866884,13.717746182201159,8.056872037914692
