pair,ligand_gene,receptor_gene,sender_cluster,receiver_cluster,n_sender,n_receiver,mean_score
PTPRK__Malignant|PLXNA1__Stroma,PTPRK,PLXNA1,Malignant,Stroma,2624,768,0.0057663145
ZG16B__Malignant|ACVR2A__Stroma,ZG16B,ACVR2A,Malignant,Stroma,2624,768,0.005765814
THBS3__Malignant|CD2__Stroma,THBS3,CD2,Malignant,Stroma,2624,768,0.005762952
CD44__Malignant|TNFRSF6B__Macrophage,CD44,TNFRSF6B,Malignant,Macrophage,2624,315,0.005762746
JAM3__Malignant|NOTCH2__Stroma,JAM3,NOTCH2,Malignant,Stroma,2624,768,0.0057619996
CADM1__Malignant|NRP1__Stroma,CADM1,NRP1,Malignant,Stroma,2624,768,0.005758231
CADM1__Malignant|CDH1__Stroma,CADM1,CDH1,Malignant,Stroma,2624,768,0.00575615
CD96__Tcell|SDC1__Malignant,CD96,SDC1,Tcell,Malignant,9,2624,0.0057558706
CCL19__Bcell|TYROBP__Macrophage,CCL19,TYROBP,Bcell,Macrophage,20,315,0.005755319
VEGFA__Malignant|CXCR4__Stroma,VEGFA,CXCR4,Malignant,Stroma,2624,768,0.0057541667
APOE__Macrophage|TGFBR1__Bcell,APOE,TGFBR1,Macrophage,Bcell,315,20,0.005751558
SELPLG__Endothelial|IFITM1__Malignant,SELPLG,IFITM1,Endothelial,Malignant,62,2624,0.0057501416
LTBP1__Stroma|ITGB2__Macrophage,LTBP1,ITGB2,Stroma,Macrophage,768,315,0.0057496754
ADAM17__Malignant|ERBB3__Stroma,ADAM17,ERBB3,Malignant,Stroma,2624,768,0.005748951
PIP__Malignant|ROR2__Stroma,PIP,ROR2,Malignant,Stroma,2624,768,0.005747713
MMP7__Malignant|S1PR2__Stroma,MMP7,S1PR2,Malignant,Stroma,2624,768,0.0057467637
CX3CL1__Endothelial|FLOT1__Malignant,CX3CL1,FLOT1,Endothelial,Malignant,62,2624,0.0057467166
APOE__Macrophage|ITGAL__Bcell,APOE,ITGAL,Macrophage,Bcell,315,20,0.0057419525
THBS3__Malignant|ITGB4__Stroma,THBS3,ITGB4,Malignant,Stroma,2624,768,0.0057394328
SPN__Malignant|GLG1__Stroma,SPN,GLG1,Malignant,Stroma,2624,768,0.0057385988
COL7A1__Malignant|ITGA5__Macrophage,COL7A1,ITGA5,Malignant,Macrophage,2624,315,0.0057375147
TGM2__Malignant|ROBO1__Stroma,TGM2,ROBO1,Malignant,Stroma,2624,768,0.0057364027
PLAT__Malignant|PLXNA3__Stroma,PLAT,PLXNA3,Malignant,Stroma,2624,768,0.005736016
PTPRK__Malignant|CDH1__Stroma,PTPRK,CDH1,Malignant,Stroma,2624,768,0.0057333284
YBX1__Malignant|TNFRSF25__Macrophage,YBX1,TNFRSF25,Malignant,Macrophage,2624,315,0.005732122
CCL19__Bcell|LDLR__Malignant,CCL19,LDLR,Bcell,Malignant,20,2624,0.005728357
THBS3__Malignant|SIGLEC1__Stroma,THBS3,SIGLEC1,Malignant,Stroma,2624,768,0.005723884
PLAT__Malignant|CD9__Endothelial,PLAT,CD9,Malignant,Endothelial,2624,62,0.0057233456
LAMA5__Malignant|SDC1__Bcell,LAMA5,SDC1,Malignant,Bcell,2624,20,0.005720975
JAM2__Endothelial|ITGB5__Malignant,JAM2,ITGB5,Endothelial,Malignant,62,2624,0.0057187895
MMP7__Malignant|ROR2__Stroma,MMP7,ROR2,Malignant,Stroma,2624,768,0.0057151257
TIMP3__Stroma|SDC2__Macrophage,TIMP3,SDC2,Stroma,Macrophage,768,315,0.0057135997
CX3CL1__Endothelial|SDC1__Malignant,CX3CL1,SDC1,Endothelial,Malignant,62,2624,0.005712695
SEMA4C__Malignant|ITGA11__Stroma,SEMA4C,ITGA11,Malignant,Stroma,2624,768,0.0057124523
LTBP3__Malignant|CXCR4__Stroma,LTBP3,CXCR4,Malignant,Stroma,2624,768,0.005712149
IL16__Tcell|IFITM1__Malignant,IL16,IFITM1,Tcell,Malignant,9,2624,0.005709704
JAG2__Malignant|ITGAM__Macrophage,JAG2,ITGAM,Malignant,Macrophage,2624,315,0.0057063876
JAG2__Malignant|CD82__Stroma,JAG2,CD82,Malignant,Stroma,2624,768,0.0057051205
HLA-DMA__Macrophage|CD9__Endothelial,HLA-DMA,CD9,Macrophage,Endothelial,315,62,0.0057038227
PODXL2__Malignant|NOTCH1__Stroma,PODXL2,NOTCH1,Malignant,Stroma,2624,768,0.0057028686
FCER2__Bcell|BAMBI__Malignant,FCER2,BAMBI,Bcell,Malignant,20,2624,0.005702031
CD47__Malignant|TNFRSF6B__Macrophage,CD47,TNFRSF6B,Malignant,Macrophage,2624,315,0.0057003326
GDF11__Malignant|LAMP2__Stroma,GDF11,LAMP2,Malignant,Stroma,2624,768,0.0056997878
VEGFA__Malignant|S1PR1__Macrophage,VEGFA,S1PR1,Malignant,Macrophage,2624,315,0.0056985263
LAMB3__Malignant|FLOT1__Macrophage,LAMB3,FLOT1,Malignant,Macrophage,2624,315,0.005698046
ANG__Malignant|FZD2__Stroma,ANG,FZD2,Malignant,Stroma,2624,768,0.0056953873
LTA__Malignant|CD63__Macrophage,LTA,CD63,Malignant,Macrophage,2624,315,0.0056952843
HLA-DMA__Macrophage|ESAM__Stroma,HLA-DMA,ESAM,Macrophage,Stroma,315,768,0.005694608
COL4A2__Endothelial|FLOT1__Macrophage,COL4A2,FLOT1,Endothelial,Macrophage,62,315,0.0056927474
EFNB1__Endothelial|CD74__Macrophage,EFNB1,CD74,Endothelial,Macrophage,62,315,0.0056920666
PDGFB__Endothelial|GFRA1__Malignant,PDGFB,GFRA1,Endothelial,Malignant,62,2624,0.005691494
VWF__Endothelial|AMFR__Stroma,VWF,AMFR,Endothelial,Stroma,62,768,0.005688641
PLAT__Malignant|ITGAV__Macrophage,PLAT,ITGAV,Malignant,Macrophage,2624,315,0.0056876605
SEMA7A__Bcell|CD9__Malignant,SEMA7A,CD9,Bcell,Malignant,20,2624,0.0056873625
COL4A5__Malignant|PLXND1__Stroma,COL4A5,PLXND1,Malignant,Stroma,2624,768,0.0056868414
DAG1__Malignant|ITGB1__Bcell,DAG1,ITGB1,Malignant,Bcell,2624,20,0.0056859674
LAMA5__Malignant|TNFRSF6B__Endothelial,LAMA5,TNFRSF6B,Malignant,Endothelial,2624,62,0.005682871
THBS1__Stroma|PLXNA1__Macrophage,THBS1,PLXNA1,Stroma,Macrophage,768,315,0.0056799366
GRN__Macrophage|ACVR2A__Stroma,GRN,ACVR2A,Macrophage,Stroma,315,768,0.005678525
CCL19__Bcell|ITGB1__Stroma,CCL19,ITGB1,Bcell,Stroma,20,768,0.0056727743
PTDSS1__Malignant|PTPRK__Stroma,PTDSS1,PTPRK,Malignant,Stroma,2624,768,0.005660014
TGFB1__Tcell|CD63__Malignant,TGFB1,CD63,Tcell,Malignant,9,2624,0.0056591025
SELPLG__Macrophage|NOTCH3__Stroma,SELPLG,NOTCH3,Macrophage,Stroma,315,768,0.005658164
IL15__Endothelial|CD63__Malignant,IL15,CD63,Endothelial,Malignant,62,2624,0.0056529758
SEMA4C__Malignant|F2RL2__Stroma,SEMA4C,F2RL2,Malignant,Stroma,2624,768,0.005648597
VCAM1__Bcell|GFRA1__Malignant,VCAM1,GFRA1,Bcell,Malignant,20,2624,0.0056427154
TGFA__Malignant|ITGB5__Stroma,TGFA,ITGB5,Malignant,Stroma,2624,768,0.0056399205
PTDSS1__Malignant|LRP5__Stroma,PTDSS1,LRP5,Malignant,Stroma,2624,768,0.005639798
ECM1__Malignant|SORT1__Stroma,ECM1,SORT1,Malignant,Stroma,2624,768,0.005637289
TNXB__Endothelial|CD74__Stroma,TNXB,CD74,Endothelial,Stroma,62,768,0.005636206
CXCL14__Malignant|LRP5__Endothelial,CXCL14,LRP5,Malignant,Endothelial,2624,62,0.005634305
SEMA4A__Malignant|ITGAL__Macrophage,SEMA4A,ITGAL,Malignant,Macrophage,2624,315,0.005634228
CTSG__Bcell|CD74__Malignant,CTSG,CD74,Bcell,Malignant,20,2624,0.005633782
LTF__Malignant|AXL__Macrophage,LTF,AXL,Malignant,Macrophage,2624,315,0.005631868
SEMA3E__Malignant|ENO1__Macrophage,SEMA3E,ENO1,Malignant,Macrophage,2624,315,0.0056305965
HLA-DRA__Macrophage|CDH1__Endothelial,HLA-DRA,CDH1,Macrophage,Endothelial,315,62,0.00562842
SEMA3C__Malignant|S1PR1__Stroma,SEMA3C,S1PR1,Malignant,Stroma,2624,768,0.005626651
TGFA__Malignant|IL6ST__Macrophage,TGFA,IL6ST,Malignant,Macrophage,2624,315,0.0056248275
SELE__Endothelial|CD81__Macrophage,SELE,CD81,Endothelial,Macrophage,62,315,0.0056211334
ICAM3__Malignant|PLXNB1__Stroma,ICAM3,PLXNB1,Malignant,Stroma,2624,768,0.005611731
LTBP3__Malignant|LAG3__Macrophage,LTBP3,LAG3,Malignant,Macrophage,2624,315,0.005610717
DUSP18__Endothelial|CD74__Malignant,DUSP18,CD74,Endothelial,Malignant,62,2624,0.0056100315
ITGB2__Macrophage|CD9__Endothelial,ITGB2,CD9,Macrophage,Endothelial,315,62,0.0056014443
IL16__Bcell|CD55__Malignant,IL16,CD55,Bcell,Malignant,20,2624,0.0056012375
SERTAD1__Malignant|AR__Stroma,SERTAD1,AR,Malignant,Stroma,2624,768,0.005598002
SEMA4A__Malignant|CAV1__Stroma,SEMA4A,CAV1,Malignant,Stroma,2624,768,0.0055958023
SEMA3C__Malignant|ROBO1__Stroma,SEMA3C,ROBO1,Malignant,Stroma,2624,768,0.005594366
CGA__Malignant|ITGB2__Bcell,CGA,ITGB2,Malignant,Bcell,2624,20,0.0055932133
SORBS1__Malignant|PLXND1__Stroma,SORBS1,PLXND1,Malignant,Stroma,2624,768,0.005590668
TIGIT__Tcell|CD55__Malignant,TIGIT,CD55,Tcell,Malignant,9,2624,0.005590262
HBEGF__Macrophage|ATP6AP2__Malignant,HBEGF,ATP6AP2,Macrophage,Malignant,315,2624,0.005589156
WNT7B__Malignant|ITGAV__Stroma,WNT7B,ITGAV,Malignant,Stroma,2624,768,0.0055882703
SELPLG__Endothelial|CD55__Malignant,SELPLG,CD55,Endothelial,Malignant,62,2624,0.0055874605
VEGFA__Malignant|SDC1__Macrophage,VEGFA,SDC1,Malignant,Macrophage,2624,315,0.005587447
CCL5__Malignant|SIGLEC1__Stroma,CCL5,SIGLEC1,Malignant,Stroma,2624,768,0.0055848113
COL7A1__Malignant|ITGA1__Stroma,COL7A1,ITGA1,Malignant,Stroma,2624,768,0.005584656
CADM1__Malignant|PLXNA1__Stroma,CADM1,PLXNA1,Malignant,Stroma,2624,768,0.00558439
SEMA3E__Malignant|CD151__Stroma,SEMA3E,CD151,Malignant,Stroma,2624,768,0.005582811
PSEN1__Malignant|ITGB7__Macrophage,PSEN1,ITGB7,Malignant,Macrophage,2624,315,0.0055801505
SEMA4D__Bcell|PRLR__Malignant,SEMA4D,PRLR,Bcell,Malignant,20,2624,0.0055755884
TFF3__Malignant|EFNB1__Bcell,TFF3,EFNB1,Malignant,Bcell,2624,20,0.0055737407
PLAT__Malignant|ITGA11__Stroma,PLAT,ITGA11,Malignant,Stroma,2624,768,0.0055730715
CD24__Malignant|ITGA6__Bcell,CD24,ITGA6,Malignant,Bcell,2624,20,0.005572488
JAM3__Endothelial|SDC1__Malignant,JAM3,SDC1,Endothelial,Malignant,62,2624,0.0055715614
ITGB2__Macrophage|SCARB1__Stroma,ITGB2,SCARB1,Macrophage,Stroma,315,768,0.0055683404
HLA-C__Malignant|BMPR1A__Bcell,HLA-C,BMPR1A,Malignant,Bcell,2624,20,0.0055645145
VCAM1__Tcell|CD9__Malignant,VCAM1,CD9,Tcell,Malignant,9,2624,0.005563979
ADAM9__Malignant|AR__Stroma,ADAM9,AR,Malignant,Stroma,2624,768,0.0055637024
CD47__Malignant|ITGA6__Macrophage,CD47,ITGA6,Malignant,Macrophage,2624,315,0.005561394
JAG2__Malignant|RGMB__Stroma,JAG2,RGMB,Malignant,Stroma,2624,768,0.005559435
JAG2__Malignant|SORT1__Stroma,JAG2,SORT1,Malignant,Stroma,2624,768,0.005558916
TGFB1__Tcell|GFRA1__Malignant,TGFB1,GFRA1,Tcell,Malignant,9,2624,0.005556508
CD14__Bcell|PRLR__Malignant,CD14,PRLR,Bcell,Malignant,20,2624,0.00555623
PLAT__Malignant|F2RL2__Stroma,PLAT,F2RL2,Malignant,Stroma,2624,768,0.0055550328
VWF__Endothelial|NCSTN__Stroma,VWF,NCSTN,Endothelial,Stroma,62,768,0.00555453
IL15__Endothelial|IL6ST__Malignant,IL15,IL6ST,Endothelial,Malignant,62,2624,0.0055521172
VCAM1__Bcell|ERBB2__Malignant,VCAM1,ERBB2,Bcell,Malignant,20,2624,0.0055498234
ECM1__Malignant|CD82__Stroma,ECM1,CD82,Malignant,Stroma,2624,768,0.0055461945
ROBO1__Malignant|CAP1__Stroma,ROBO1,CAP1,Malignant,Stroma,2624,768,0.0055419416
SELPLG__Macrophage|TREM2__Malignant,SELPLG,TREM2,Macrophage,Malignant,315,2624,0.0055398857
CD226__Malignant|IL6ST__Stroma,CD226,IL6ST,Malignant,Stroma,2624,768,0.00553952
PTDSS1__Malignant|CD72__Macrophage,PTDSS1,CD72,Malignant,Macrophage,2624,315,0.005538155
PTDSS1__Malignant|IL27RA__Macrophage,PTDSS1,IL27RA,Malignant,Macrophage,2624,315,0.0055346964
MMP7__Malignant|CCR5__Macrophage,MMP7,CCR5,Malignant,Macrophage,2624,315,0.0055345567
PLAT__Malignant|TNFRSF6B__Stroma,PLAT,TNFRSF6B,Malignant,Stroma,2624,768,0.0055345036
HLA-B__Malignant|ROR2__Bcell,HLA-B,ROR2,Malignant,Bcell,2624,20,0.0055343565
LAMA3__Malignant|NPTN__Stroma,LAMA3,NPTN,Malignant,Stroma,2624,768,0.0055319034
PTPRK__Malignant|ERBB3__Stroma,PTPRK,ERBB3,Malignant,Stroma,2624,768,0.0055302195
FARP2__Malignant|CAV1__Stroma,FARP2,CAV1,Malignant,Stroma,2624,768,0.0055264165
PTN__Malignant|NOTCH3__Stroma,PTN,NOTCH3,Malignant,Stroma,2624,768,0.0055260337
PROS1__Endothelial|CD151__Malignant,PROS1,CD151,Endothelial,Malignant,62,2624,0.0055210046
CD44__Malignant|CAV1__Endothelial,CD44,CAV1,Malignant,Endothelial,2624,62,0.0055196867
VCAM1__Bcell|CD151__Malignant,VCAM1,CD151,Bcell,Malignant,20,2624,0.005518641
VCAM1__Bcell|ENO1__Malignant,VCAM1,ENO1,Bcell,Malignant,20,2624,0.005517775
IL16__Bcell|AMFR__Malignant,IL16,AMFR,Bcell,Malignant,20,2624,0.0055117602
COL4A5__Malignant|GLG1__Stroma,COL4A5,GLG1,Malignant,Stroma,2624,768,0.0055099833
ICAM3__Malignant|ITGAV__Macrophage,ICAM3,ITGAV,Malignant,Macrophage,2624,315,0.005508363
VWF__Endothelial|CD47__Stroma,VWF,CD47,Endothelial,Stroma,62,768,0.005507033
BST2__Malignant|F11R__Bcell,BST2,F11R,Malignant,Bcell,2624,20,0.0055044605
EDN1__Malignant|ITGB2__Stroma,EDN1,ITGB2,Malignant,Stroma,2624,768,0.005502286
NPNT__Malignant|NOTCH1__Stroma,NPNT,NOTCH1,Malignant,Stroma,2624,768,0.005500556
ESAM__Endothelial|CD81__Macrophage,ESAM,CD81,Endothelial,Macrophage,62,315,0.005499003
ZG16B__Malignant|S1PR1__Macrophage,ZG16B,S1PR1,Malignant,Macrophage,2624,315,0.00549866
MMP7__Malignant|SIGLEC1__Stroma,MMP7,SIGLEC1,Malignant,Stroma,2624,768,0.0054945857
YBX1__Malignant|PTPRB__Endothelial,YBX1,PTPRB,Malignant,Endothelial,2624,62,0.0054937406
TGM2__Malignant|IL27RA__Macrophage,TGM2,IL27RA,Malignant,Macrophage,2624,315,0.005493067
CALM1__Malignant|CDH1__Endothelial,CALM1,CDH1,Malignant,Endothelial,2624,62,0.0054912837
JAM3__Malignant|IL2RG__Macrophage,JAM3,IL2RG,Malignant,Macrophage,2624,315,0.0054888325
FN1__Stroma|CLEC2D__Endothelial,FN1,CLEC2D,Stroma,Endothelial,768,62,0.0054848366
HLA-DRB1__Malignant|LTBR__Bcell,HLA-DRB1,LTBR,Malignant,Bcell,2624,20,0.005482906
LGALS9__Endothelial|CD81__Macrophage,LGALS9,CD81,Endothelial,Macrophage,62,315,0.0054799025
SIRPG__Malignant|ENO1__Macrophage,SIRPG,ENO1,Malignant,Macrophage,2624,315,0.0054796003
HBEGF__Endothelial|ERBB2__Malignant,HBEGF,ERBB2,Endothelial,Malignant,62,2624,0.0054741064
ITGB2__Macrophage|PLXNA3__Stroma,ITGB2,PLXNA3,Macrophage,Stroma,315,768,0.005470392
FASLG__Macrophage|PRLR__Malignant,FASLG,PRLR,Macrophage,Malignant,315,2624,0.0054678326
CADM1__Malignant|ERBB3__Stroma,CADM1,ERBB3,Malignant,Stroma,2624,768,0.005463966
ADAM17__Malignant|CAV1__Stroma,ADAM17,CAV1,Malignant,Stroma,2624,768,0.0054639075
PSEN1__Malignant|NOTCH1__Stroma,PSEN1,NOTCH1,Malignant,Stroma,2624,768,0.005462389
SEMA4C__Malignant|TNFRSF6B__Stroma,SEMA4C,TNFRSF6B,Malignant,Stroma,2624,768,0.005461127
TIMP3__Stroma|ERBB2__Macrophage,TIMP3,ERBB2,Stroma,Macrophage,768,315,0.005459607
SORBS1__Malignant|GLG1__Stroma,SORBS1,GLG1,Malignant,Stroma,2624,768,0.0054589985
ANXA2__Macrophage|SDC3__Stroma,ANXA2,SDC3,Macrophage,Stroma,315,768,0.0054584304
LAMB3__Malignant|APLP2__Stroma,LAMB3,APLP2,Malignant,Stroma,2624,768,0.0054578595
CGA__Malignant|ITGB1__Bcell,CGA,ITGB1,Malignant,Bcell,2624,20,0.005453634
ICAM3__Endothelial|CD55__Malignant,ICAM3,CD55,Endothelial,Malignant,62,2624,0.0054533635
COL4A2__Endothelial|APLP2__Stroma,COL4A2,APLP2,Endothelial,Stroma,62,768,0.0054524187
ANXA2__Macrophage|FZD1__Stroma,ANXA2,FZD1,Macrophage,Stroma,315,768,0.005450841
TIGIT__Tcell|ADORA2A__Malignant,TIGIT,ADORA2A,Tcell,Malignant,9,2624,0.0054486003
RTN4__Malignant|PTPRM__Endothelial,RTN4,PTPRM,Malignant,Endothelial,2624,62,0.0054475465
HLA-DMA__Macrophage|SCARB1__Stroma,HLA-DMA,SCARB1,Macrophage,Stroma,315,768,0.005445062
CD44__Malignant|TNFRSF6B__Endothelial,CD44,TNFRSF6B,Malignant,Endothelial,2624,62,0.005443852
ICAM3__Malignant|CD9__Endothelial,ICAM3,CD9,Malignant,Endothelial,2624,62,0.0054351375
PTN__Malignant|SDC4__Macrophage,PTN,SDC4,Malignant,Macrophage,2624,315,0.0054346747
WNT7B__Malignant|CD163__Macrophage,WNT7B,CD163,Malignant,Macrophage,2624,315,0.0054339385
CD24__Malignant|ITGB4__Bcell,CD24,ITGB4,Malignant,Bcell,2624,20,0.005432186
CXCL10__Macrophage|LAMA4__Stroma,CXCL10,LAMA4,Macrophage,Stroma,315,768,0.005431633
CD59__Malignant|LRP5__Endothelial,CD59,LRP5,Malignant,Endothelial,2624,62,0.0054303305
LAMA5__Malignant|TNFRSF25__Macrophage,LAMA5,TNFRSF25,Malignant,Macrophage,2624,315,0.0054271696
TGM2__Malignant|LRP5__Stroma,TGM2,LRP5,Malignant,Stroma,2624,768,0.00542585
THBS3__Malignant|ITGB7__Macrophage,THBS3,ITGB7,Malignant,Macrophage,2624,315,0.005425633
CD44__Malignant|ITGA6__Macrophage,CD44,ITGA6,Malignant,Macrophage,2624,315,0.0054225386
BST2__Malignant|ITGB7__Bcell,BST2,ITGB7,Malignant,Bcell,2624,20,0.005420272
ZG16B__Malignant|SDC1__Macrophage,ZG16B,SDC1,Malignant,Macrophage,2624,315,0.0054189772
CALR__Malignant|TFRC__Bcell,CALR,TFRC,Malignant,Bcell,2624,20,0.005418325
IGFBP4__Malignant|ITGB7__Bcell,IGFBP4,ITGB7,Malignant,Bcell,2624,20,0.0054139486
C1QA__Macrophage|CXCR4__Stroma,C1QA,CXCR4,Macrophage,Stroma,315,768,0.0054107625
TGM2__Malignant|CD72__Macrophage,TGM2,CD72,Malignant,Macrophage,2624,315,0.0054106573
ANG__Malignant|AR__Stroma,ANG,AR,Malignant,Stroma,2624,768,0.0054076696
HLA-DMA__Macrophage|PLXNA3__Stroma,HLA-DMA,PLXNA3,Macrophage,Stroma,315,768,0.005405374
ITGB2__Macrophage|F2RL2__Stroma,ITGB2,F2RL2,Macrophage,Stroma,315,768,0.0054030805
CD226__Malignant|TYROBP__Macrophage,CD226,TYROBP,Malignant,Macrophage,2624,315,0.005399641
ECM1__Malignant|ITGAM__Macrophage,ECM1,ITGAM,Malignant,Macrophage,2624,315,0.005390372
TNXB__Endothelial|CD81__Stroma,TNXB,CD81,Endothelial,Stroma,62,768,0.005384959
F11R__Malignant|TNFRSF6B__Macrophage,F11R,TNFRSF6B,Malignant,Macrophage,2624,315,0.0053834165
LTB__Tcell|CD47__Malignant,LTB,CD47,Tcell,Malignant,9,2624,0.005382591
SEMA3C__Malignant|LRP5__Stroma,SEMA3C,LRP5,Malignant,Stroma,2624,768,0.0053797243
COL9A3__Malignant|TYROBP__Macrophage,COL9A3,TYROBP,Malignant,Macrophage,2624,315,0.005379573
TNFSF10__Malignant|CD40__Bcell,TNFSF10,CD40,Malignant,Bcell,2624,20,0.005374488
ANG__Malignant|PLXNA1__Macrophage,ANG,PLXNA1,Malignant,Macrophage,2624,315,0.0053741643
SEMA5A__Malignant|ITGB1__Macrophage,SEMA5A,ITGB1,Malignant,Macrophage,2624,315,0.005373885
VEGFA__Malignant|ITGAL__Stroma,VEGFA,ITGAL,Malignant,Stroma,2624,768,0.005371761
FARP2__Malignant|ITGAL__Macrophage,FARP2,ITGAL,Malignant,Macrophage,2624,315,0.005366776
LTB__Tcell|MAGED1__Malignant,LTB,MAGED1,Tcell,Malignant,9,2624,0.0053667706
VCAM1__Endothelial|AMFR__Malignant,VCAM1,AMFR,Endothelial,Malignant,62,2624,0.0053660283
RTN4__Malignant|CD44__Bcell,RTN4,CD44,Malignant,Bcell,2624,20,0.0053648846
LTBP3__Malignant|ITGAL__Stroma,LTBP3,ITGAL,Malignant,Stroma,2624,768,0.005362388
SERTAD1__Malignant|EDNRA__Stroma,SERTAD1,EDNRA,Malignant,Stroma,2624,768,0.005354625
SPN__Malignant|CD163__Macrophage,SPN,CD163,Malignant,Macrophage,2624,315,0.0053545157
MMP7__Malignant|CADM1__Stroma,MMP7,CADM1,Malignant,Stroma,2624,768,0.0053539476
SERTAD1__Malignant|SDC3__Stroma,SERTAD1,SDC3,Malignant,Stroma,2624,768,0.005353899
VEGFA__Malignant|LAG3__Macrophage,VEGFA,LAG3,Malignant,Macrophage,2624,315,0.0053524943
GPI__Malignant|CDH1__Endothelial,GPI,CDH1,Malignant,Endothelial,2624,62,0.00535189
ICAM3__Malignant|ESAM__Stroma,ICAM3,ESAM,Malignant,Stroma,2624,768,0.005351033
NAMPT__Malignant|PVR__Stroma,NAMPT,PVR,Malignant,Stroma,2624,768,0.005350151
ANXA2__Macrophage|AR__Stroma,ANXA2,AR,Macrophage,Stroma,315,768,0.0053490056
ANXA2__Macrophage|EDNRA__Stroma,ANXA2,EDNRA,Macrophage,Stroma,315,768,0.005347506
ICAM2__Endothelial|ITGB5__Malignant,ICAM2,ITGB5,Endothelial,Malignant,62,2624,0.005344701
IL16__Tcell|FLOT1__Malignant,IL16,FLOT1,Tcell,Malignant,9,2624,0.0053416314
ADAM17__Malignant|ITGAL__Macrophage,ADAM17,ITGAL,Malignant,Macrophage,2624,315,0.005339978
ROBO1__Malignant|PLXND1__Stroma,ROBO1,PLXND1,Malignant,Stroma,2624,768,0.005334375
WNT5A__Malignant|TYROBP__Macrophage,WNT5A,TYROBP,Malignant,Macrophage,2624,315,0.005331448
JAM3__Endothelial|FLOT1__Malignant,JAM3,FLOT1,Endothelial,Malignant,62,2624,0.005329297
SEMA4C__Malignant|FZD2__Stroma,SEMA4C,FZD2,Malignant,Stroma,2624,768,0.005324904
ANXA2__Macrophage|NRP2__Stroma,ANXA2,NRP2,Macrophage,Stroma,315,768,0.0053240247
JAM3__Malignant|APP__Macrophage,JAM3,APP,Malignant,Macrophage,2624,315,0.005321484
ECM1__Malignant|HAVCR2__Macrophage,ECM1,HAVCR2,Malignant,Macrophage,2624,315,0.00531492
SERTAD1__Malignant|FZD1__Stroma,SERTAD1,FZD1,Malignant,Stroma,2624,768,0.005314476
WNT5A__Malignant|CD74__Bcell,WNT5A,CD74,Malignant,Bcell,2624,20,0.005314367
CCL5__Malignant|NOTCH1__Stroma,CCL5,NOTCH1,Malignant,Stroma,2624,768,0.0053143166
UBA52__Malignant|ITGB4__Bcell,UBA52,ITGB4,Malignant,Bcell,2624,20,0.0053130225
NAMPT__Malignant|CCR5__Macrophage,NAMPT,CCR5,Malignant,Macrophage,2624,315,0.005305797
HSPA1A__Malignant|MRC1__Bcell,HSPA1A,MRC1,Malignant,Bcell,2624,20,0.005302758
ROBO1__Malignant|GLG1__Stroma,ROBO1,GLG1,Malignant,Stroma,2624,768,0.005302225
ITGB2__Macrophage|ITGA11__Stroma,ITGB2,ITGA11,Macrophage,Stroma,315,768,0.0053005726
HLA-DMA__Macrophage|F2RL2__Stroma,HLA-DMA,F2RL2,Macrophage,Stroma,315,768,0.0052993284
TGFB1__Tcell|IL6ST__Malignant,TGFB1,IL6ST,Tcell,Malignant,9,2624,0.005295594
LTF__Malignant|ITGA5__Macrophage,LTF,ITGA5,Malignant,Macrophage,2624,315,0.005290835
APOE__Macrophage|LTBR__Bcell,APOE,LTBR,Macrophage,Bcell,315,20,0.0052842777
CD47__Malignant|CAV1__Endothelial,CD47,CAV1,Malignant,Endothelial,2624,62,0.0052833506
NPNT__Malignant|ITGB7__Macrophage,NPNT,ITGB7,Malignant,Macrophage,2624,315,0.0052815643
MDK__Malignant|CLEC2D__Endothelial,MDK,CLEC2D,Malignant,Endothelial,2624,62,0.005280594
SEMA3E__Malignant|ITGB1__Stroma,SEMA3E,ITGB1,Malignant,Stroma,2624,768,0.0052801995
CADM1__Malignant|ITGAL__Macrophage,CADM1,ITGAL,Malignant,Macrophage,2624,315,0.0052767163
ADAM9__Malignant|EDNRA__Stroma,ADAM9,EDNRA,Malignant,Stroma,2624,768,0.005276021
WNT3__Malignant|IL2RG__Macrophage,WNT3,IL2RG,Malignant,Macrophage,2624,315,0.005274585
PTPRK__Malignant|CAV1__Stroma,PTPRK,CAV1,Malignant,Stroma,2624,768,0.005268049
ITGB2__Macrophage|TNFRSF6B__Stroma,ITGB2,TNFRSF6B,Macrophage,Stroma,315,768,0.005267101
HBEGF__Endothelial|ENO1__Malignant,HBEGF,ENO1,Endothelial,Malignant,62,2624,0.005265779
UBA52__Malignant|ITGA6__Bcell,UBA52,ITGA6,Malignant,Bcell,2624,20,0.005262374
ZG16B__Malignant|CXCR4__Stroma,ZG16B,CXCR4,Malignant,Stroma,2624,768,0.0052605625
LTB__Tcell|CD81__Stroma,LTB,CD81,Tcell,Stroma,9,768,0.0052602147
ANG__Malignant|EDNRA__Stroma,ANG,EDNRA,Malignant,Stroma,2624,768,0.0052574603
NAMPT__Malignant|ROR2__Stroma,NAMPT,ROR2,Malignant,Stroma,2624,768,0.0052486155
ADAM12__Tcell|BAMBI__Malignant,ADAM12,BAMBI,Tcell,Malignant,9,2624,0.0052475547
MMP7__Malignant|CD2__Stroma,MMP7,CD2,Malignant,Stroma,2624,768,0.005244094
