pair,ligand_gene,receptor_gene,sender_cluster,receiver_cluster,n_sender,n_receiver,mean_score
TNFSF10__Malignant|CD74__Stroma,TNFSF10,CD74,Malignant,Stroma,2624,768,2.7492456
HLA-A__Malignant|SDC4__Stroma,HLA-A,SDC4,Malignant,Stroma,2624,768,2.7430792
B2M__Malignant|LAMP2__Stroma,B2M,LAMP2,Malignant,Stroma,2624,768,2.7423112
TFF3__Malignant|PLXNB2__Stroma,TFF3,PLXNB2,Malignant,Stroma,2624,768,2.7397807
HLA-A__Malignant|IL6ST__Macrophage,HLA-A,IL6ST,Malignant,Macrophage,2624,315,2.7373545
C1QA__Macrophage|CD63__Malignant,C1QA,CD63,Macrophage,Malignant,315,2624,2.7226965
ITGB2__Macrophage|CD74__Malignant,ITGB2,CD74,Macrophage,Malignant,315,2624,2.6968987
HLA-B__Malignant|CD44__Macrophage,HLA-B,CD44,Malignant,Macrophage,2624,315,2.6815414
HSPA1A__Malignant|CD63__Macrophage,HSPA1A,CD63,Malignant,Macrophage,2624,315,2.6699905
MIF__Malignant|CD44__Macrophage,MIF,CD44,Malignant,Macrophage,2624,315,2.6628416
TFF3__Malignant|SDC4__Stroma,TFF3,SDC4,Malignant,Stroma,2624,768,2.6516154
VEGFA__Malignant|CD74__Macrophage,VEGFA,CD74,Malignant,Macrophage,2624,315,2.6398232
C1QB__Macrophage|CD63__Malignant,C1QB,CD63,Macrophage,Malignant,315,2624,2.637678
HLA-B__Malignant|NOTCH3__Stroma,HLA-B,NOTCH3,Malignant,Stroma,2624,768,2.631736
HLA-C__Malignant|ENO1__Macrophage,HLA-C,ENO1,Malignant,Macrophage,2624,315,2.626416
HLA-DRA__Macrophage|ATP6AP2__Malignant,HLA-DRA,ATP6AP2,Macrophage,Malignant,315,2624,2.6086779
MIF__Malignant|APLP2__Stroma,MIF,APLP2,Malignant,Stroma,2624,768,2.6085567
CD24__Malignant|TYROBP__Macrophage,CD24,TYROBP,Malignant,Macrophage,2624,315,2.5957453
CALR__Malignant|CD74__Stroma,CALR,CD74,Malignant,Stroma,2624,768,2.5855274
APOE__Macrophage|CD47__Malignant,APOE,CD47,Macrophage,Malignant,315,2624,2.581916
HLA-DRA__Macrophage|ADORA2A__Malignant,HLA-DRA,ADORA2A,Macrophage,Malignant,315,2624,2.5780878
APOE__Macrophage|TYROBP__Malignant,APOE,TYROBP,Macrophage,Malignant,315,2624,2.57583
ARF1__Malignant|CD63__Macrophage,ARF1,CD63,Malignant,Macrophage,2624,315,2.571466
HLA-A__Malignant|ITGB5__Stroma,HLA-A,ITGB5,Malignant,Stroma,2624,768,2.571328
ZG16B__Malignant|CD74__Macrophage,ZG16B,CD74,Malignant,Macrophage,2624,315,2.563221
APOE__Macrophage|CD44__Malignant,APOE,CD44,Macrophage,Malignant,315,2624,2.5621924
TFF3__Malignant|ITGB5__Stroma,TFF3,ITGB5,Malignant,Stroma,2624,768,2.5557618
GRN__Macrophage|IL6ST__Malignant,GRN,IL6ST,Macrophage,Malignant,315,2624,2.5477316
HLA-A__Malignant|FLOT1__Macrophage,HLA-A,FLOT1,Malignant,Macrophage,2624,315,2.544947
UBA52__Malignant|IL6ST__Stroma,UBA52,IL6ST,Malignant,Stroma,2624,768,2.5311017
AZGP1__Malignant|CD74__Stroma,AZGP1,CD74,Malignant,Stroma,2624,768,2.5292277
EFNA1__Malignant|CD81__Macrophage,EFNA1,CD81,Malignant,Macrophage,2624,315,2.522722
HLA-C__Malignant|CD151__Stroma,HLA-C,CD151,Malignant,Stroma,2624,768,2.5021267
VIM__Macrophage|IL6ST__Malignant,VIM,IL6ST,Macrophage,Malignant,315,2624,2.5008476
B2M__Malignant|CAP1__Stroma,B2M,CAP1,Malignant,Stroma,2624,768,2.4939134
LYZ__Macrophage|SDC1__Malignant,LYZ,SDC1,Macrophage,Malignant,315,2624,2.4574559
FN1__Stroma|PRLR__Malignant,FN1,PRLR,Stroma,Malignant,768,2624,2.4534624
CD9__Malignant|CD63__Macrophage,CD9,CD63,Malignant,Macrophage,2624,315,2.451451
BST2__Malignant|CD81__Stroma,BST2,CD81,Malignant,Stroma,2624,768,2.421506
GRN__Macrophage|CD63__Malignant,GRN,CD63,Macrophage,Malignant,315,2624,2.4170403
TFF3__Malignant|IL6ST__Macrophage,TFF3,IL6ST,Malignant,Macrophage,2624,315,2.413123
LYZ__Macrophage|GFRA1__Malignant,LYZ,GFRA1,Macrophage,Malignant,315,2624,2.4072378
HLA-C__Malignant|ITGB1__Stroma,HLA-C,ITGB1,Malignant,Stroma,2624,768,2.3995042
B2M__Malignant|PLXND1__Stroma,B2M,PLXND1,Malignant,Stroma,2624,768,2.3983815
VIM__Macrophage|CD63__Malignant,VIM,CD63,Macrophage,Malignant,315,2624,2.3905358
APOE__Macrophage|MAGED1__Malignant,APOE,MAGED1,Macrophage,Malignant,315,2624,2.3885462
TNFSF10__Malignant|CD81__Macrophage,TNFSF10,CD81,Malignant,Macrophage,2624,315,2.3683074
B2M__Malignant|GLG1__Stroma,B2M,GLG1,Malignant,Stroma,2624,768,2.3646724
LYZ__Macrophage|FLOT1__Malignant,LYZ,FLOT1,Macrophage,Malignant,315,2624,2.3584402
PSAP__Macrophage|ITGB5__Malignant,PSAP,ITGB5,Macrophage,Malignant,315,2624,2.3578243
HLA-C__Malignant|CD74__Bcell,HLA-C,CD74,Malignant,Bcell,2624,20,2.348595
HLA-B__Malignant|APLP2__Stroma,HLA-B,APLP2,Malignant,Stroma,2624,768,2.3471384
UBA52__Malignant|TYROBP__Macrophage,UBA52,TYROBP,Malignant,Macrophage,2624,315,2.33072
CXCL14__Malignant|CD81__Stroma,CXCL14,CD81,Malignant,Stroma,2624,768,2.3212624
MIF__Malignant|LAMP2__Stroma,MIF,LAMP2,Malignant,Stroma,2624,768,2.3185232
CALR__Malignant|CD81__Macrophage,CALR,CD81,Malignant,Macrophage,2624,315,2.3005662
HLA-B__Malignant|ITGB1__Macrophage,HLA-B,ITGB1,Malignant,Macrophage,2624,315,2.2932322
MIF__Malignant|ITGB1__Macrophage,MIF,ITGB1,Malignant,Macrophage,2624,315,2.281363
CD24__Malignant|CD151__Stroma,CD24,CD151,Malignant,Stroma,2624,768,2.2747638
FN1__Stroma|ADORA2A__Malignant,FN1,ADORA2A,Stroma,Malignant,768,2624,2.2691112
CD24__Malignant|CD9__Macrophage,CD24,CD9,Malignant,Macrophage,2624,315,2.2584183
FN1__Stroma|ATP6AP2__Malignant,FN1,ATP6AP2,Stroma,Malignant,768,2624,2.2547326
TFF3__Malignant|FLOT1__Macrophage,TFF3,FLOT1,Malignant,Macrophage,2624,315,2.2349234
B2M__Malignant|CD163__Macrophage,B2M,CD163,Malignant,Macrophage,2624,315,2.2142184
EFNA1__Malignant|CD63__Macrophage,EFNA1,CD63,Malignant,Macrophage,2624,315,2.2141168
PTDSS1__Malignant|CD74__Macrophage,PTDSS1,CD74,Malignant,Macrophage,2624,315,2.2124565
HLA-A__Malignant|FLOT1__Stroma,HLA-A,FLOT1,Malignant,Stroma,2624,768,2.2071075
TFF3__Malignant|FLOT1__Stroma,TFF3,FLOT1,Malignant,Stroma,2624,768,2.1984396
COMP__Stroma|BAMBI__Malignant,COMP,BAMBI,Stroma,Malignant,768,2624,2.196631
CD24__Malignant|ITGB1__Stroma,CD24,ITGB1,Malignant,Stroma,2624,768,2.1963015
HLA-A__Malignant|SDC4__Macrophage,HLA-A,SDC4,Malignant,Macrophage,2624,315,2.189005
HLA-DRA__Macrophage|ITGB5__Malignant,HLA-DRA,ITGB5,Macrophage,Malignant,315,2624,2.1789086
AZGP1__Malignant|CD81__Macrophage,AZGP1,CD81,Malignant,Macrophage,2624,315,2.173434
CDH1__Malignant|CD81__Stroma,CDH1,CD81,Malignant,Stroma,2624,768,2.1691163
CD24__Malignant|ENO1__Macrophage,CD24,ENO1,Malignant,Macrophage,2624,315,2.157461
TGM2__Malignant|CD74__Macrophage,TGM2,CD74,Malignant,Macrophage,2624,315,2.152096
LYZ__Macrophage|PLXNB2__Malignant,LYZ,PLXNB2,Macrophage,Malignant,315,2624,2.149676
APOE__Macrophage|CD81__Stroma,APOE,CD81,Macrophage,Stroma,315,768,2.1485379
BST2__Malignant|CD74__Stroma,BST2,CD74,Malignant,Stroma,2624,768,2.1477735
IGFBP4__Malignant|CD81__Stroma,IGFBP4,CD81,Malignant,Stroma,2624,768,2.1232889
MIF__Malignant|CAP1__Stroma,MIF,CAP1,Malignant,Stroma,2624,768,2.110575
TNFSF10__Malignant|CD63__Macrophage,TNFSF10,CD63,Malignant,Macrophage,2624,315,2.0953937
B2M__Malignant|ITGAV__Stroma,B2M,ITGAV,Malignant,Stroma,2624,768,2.0885458
HLA-B__Malignant|LAMP2__Stroma,HLA-B,LAMP2,Malignant,Stroma,2624,768,2.0727432
HLA-C__Malignant|ITGB2__Macrophage,HLA-C,ITGB2,Malignant,Macrophage,2624,315,2.0699978
GNAS__Malignant|IL6ST__Stroma,GNAS,IL6ST,Malignant,Stroma,2624,768,2.0628414
LYZ__Macrophage|IFITM1__Malignant,LYZ,IFITM1,Macrophage,Malignant,315,2624,2.050221
IGFBP4__Malignant|CD74__Stroma,IGFBP4,CD74,Malignant,Stroma,2624,768,2.0481565
MIF__Malignant|PLXND1__Stroma,MIF,PLXND1,Malignant,Stroma,2624,768,2.0308015
UBA52__Malignant|CD9__Macrophage,UBA52,CD9,Malignant,Macrophage,2624,315,2.0300186
LYZ__Macrophage|AMFR__Malignant,LYZ,AMFR,Macrophage,Malignant,315,2624,2.0289924
CALR__Malignant|CD63__Macrophage,CALR,CD63,Malignant,Macrophage,2624,315,2.02462
HLA-A__Malignant|NOTCH3__Stroma,HLA-A,NOTCH3,Malignant,Stroma,2624,768,2.0131104
MIF__Malignant|GLG1__Stroma,MIF,GLG1,Malignant,Stroma,2624,768,2.012509
LGALS3BP__Malignant|IL6ST__Stroma,LGALS3BP,IL6ST,Malignant,Stroma,2624,768,2.0073922
UBA52__Malignant|CD151__Stroma,UBA52,CD151,Malignant,Stroma,2624,768,2.0033834
SEMA3C__Malignant|CD74__Macrophage,SEMA3C,CD74,Malignant,Macrophage,2624,315,2.0032384
APOE__Macrophage|CD74__Stroma,APOE,CD74,Macrophage,Stroma,315,768,2.0006855
C1QA__Macrophage|ERBB2__Malignant,C1QA,ERBB2,Macrophage,Malignant,315,2624,1.9977072
HLA-A__Malignant|CD44__Macrophage,HLA-A,CD44,Malignant,Macrophage,2624,315,1.9968035
TFF3__Malignant|NOTCH3__Stroma,TFF3,NOTCH3,Malignant,Stroma,2624,768,1.9905902
TIMP3__Stroma|CD9__Malignant,TIMP3,CD9,Stroma,Malignant,768,2624,1.9823861
CDH1__Malignant|CD74__Stroma,CDH1,CD74,Malignant,Stroma,2624,768,1.9724362
HLA-DRB1__Malignant|CD81__Stroma,HLA-DRB1,CD81,Malignant,Stroma,2624,768,1.9628935
TFF3__Malignant|SDC4__Macrophage,TFF3,SDC4,Malignant,Macrophage,2624,315,1.9501777
IGFBP4__Malignant|CD81__Macrophage,IGFBP4,CD81,Malignant,Macrophage,2624,315,1.94055
B2M__Malignant|ITGB2__Stroma,B2M,ITGB2,Malignant,Stroma,2624,768,1.9400958
UBA52__Malignant|ENO1__Macrophage,UBA52,ENO1,Malignant,Macrophage,2624,315,1.9375873
HLA-C__Malignant|SDC1__Stroma,HLA-C,SDC1,Malignant,Stroma,2624,768,1.9371883
C1QB__Macrophage|ERBB2__Malignant,C1QB,ERBB2,Macrophage,Malignant,315,2624,1.9360446
UBA52__Malignant|ITGB1__Stroma,UBA52,ITGB1,Malignant,Stroma,2624,768,1.9305763
CCL5__Malignant|CD74__Macrophage,CCL5,CD74,Malignant,Macrophage,2624,315,1.9162939
BST2__Malignant|CD81__Macrophage,BST2,CD81,Malignant,Macrophage,2624,315,1.9128953
AZGP1__Malignant|CD63__Macrophage,AZGP1,CD63,Malignant,Macrophage,2624,315,1.9072089
PODXL2__Malignant|CD74__Macrophage,PODXL2,CD74,Malignant,Macrophage,2624,315,1.9039215
CD24__Malignant|CD74__Bcell,CD24,CD74,Malignant,Bcell,2624,20,1.8999588
GNAS__Malignant|TYROBP__Macrophage,GNAS,TYROBP,Malignant,Macrophage,2624,315,1.8998052
HSPA1A__Malignant|IL6ST__Stroma,HSPA1A,IL6ST,Malignant,Stroma,2624,768,1.8902334
HLA-B__Malignant|CAP1__Stroma,HLA-B,CAP1,Malignant,Stroma,2624,768,1.8896908
APOE__Macrophage|IL13RA1__Malignant,APOE,IL13RA1,Macrophage,Malignant,315,2624,1.8843387
LGALS3BP__Malignant|TYROBP__Macrophage,LGALS3BP,TYROBP,Malignant,Macrophage,2624,315,1.878253
LYZ__Macrophage|CD55__Malignant,LYZ,CD55,Macrophage,Malignant,315,2624,1.8757325
ANXA2__Macrophage|BAMBI__Malignant,ANXA2,BAMBI,Macrophage,Malignant,315,2624,1.8703129
HLA-C__Malignant|PLXNB2__Stroma,HLA-C,PLXNB2,Malignant,Stroma,2624,768,1.8588402
B2M__Malignant|NPTN__Stroma,B2M,NPTN,Malignant,Stroma,2624,768,1.8477683
HLA-C__Malignant|SDC4__Stroma,HLA-C,SDC4,Malignant,Stroma,2624,768,1.8389083
TFF3__Malignant|CD44__Macrophage,TFF3,CD44,Malignant,Macrophage,2624,315,1.8382992
HLA-C__Malignant|IL6ST__Macrophage,HLA-C,IL6ST,Malignant,Macrophage,2624,315,1.8287187
C1QA__Macrophage|ENO1__Malignant,C1QA,ENO1,Macrophage,Malignant,315,2624,1.8227087
HLA-B__Malignant|PLXND1__Stroma,HLA-B,PLXND1,Malignant,Stroma,2624,768,1.8165406
HLA-DRB1__Malignant|CD74__Stroma,HLA-DRB1,CD74,Malignant,Stroma,2624,768,1.8163048
CXCL14__Malignant|CD74__Stroma,CXCL14,CD74,Malignant,Stroma,2624,768,1.815396
UBA52__Malignant|CD74__Bcell,UBA52,CD74,Malignant,Bcell,2624,20,1.8127276
PSEN1__Malignant|CD74__Macrophage,PSEN1,CD74,Malignant,Macrophage,2624,315,1.8090882
FN1__Stroma|ITGB5__Malignant,FN1,ITGB5,Stroma,Malignant,768,2624,1.7990344
HLA-B__Malignant|GLG1__Stroma,HLA-B,GLG1,Malignant,Stroma,2624,768,1.796068
HLA-A__Malignant|APLP2__Stroma,HLA-A,APLP2,Malignant,Stroma,2624,768,1.7914625
ARF1__Malignant|IL6ST__Stroma,ARF1,IL6ST,Malignant,Stroma,2624,768,1.7851005
MIF__Malignant|ITGAV__Stroma,MIF,ITGAV,Malignant,Stroma,2624,768,1.7776995
GRN__Macrophage|ERBB2__Malignant,GRN,ERBB2,Macrophage,Malignant,315,2624,1.7763323
TFF3__Malignant|APLP2__Stroma,TFF3,APLP2,Malignant,Stroma,2624,768,1.7696583
THBS3__Malignant|CD74__Macrophage,THBS3,CD74,Malignant,Macrophage,2624,315,1.767788
CD24__Malignant|SDC1__Stroma,CD24,SDC1,Malignant,Stroma,2624,768,1.7652028
THBS1__Stroma|BAMBI__Malignant,THBS1,BAMBI,Stroma,Malignant,768,2624,1.7597693
CD59__Malignant|CD81__Stroma,CD59,CD81,Malignant,Stroma,2624,768,1.7553173
MIF__Malignant|CD163__Macrophage,MIF,CD163,Malignant,Macrophage,2624,315,1.7532556
CDH1__Malignant|CD81__Macrophage,CDH1,CD81,Malignant,Macrophage,2624,315,1.7530401
C1QB__Macrophage|ENO1__Malignant,C1QB,ENO1,Macrophage,Malignant,315,2624,1.7492988
VIM__Macrophage|ERBB2__Malignant,VIM,ERBB2,Macrophage,Malignant,315,2624,1.7423282
C1QA__Macrophage|CD151__Malignant,C1QA,CD151,Macrophage,Malignant,315,2624,1.7412262
IGFBP4__Malignant|CD63__Macrophage,IGFBP4,CD63,Malignant,Macrophage,2624,315,1.7289975
LYZ__Macrophage|PRLR__Malignant,LYZ,PRLR,Macrophage,Malignant,315,2624,1.7289423
HLA-C__Malignant|ITGB5__Stroma,HLA-C,ITGB5,Malignant,Stroma,2624,768,1.7248887
HLA-A__Malignant|ITGB1__Macrophage,HLA-A,ITGB1,Malignant,Macrophage,2624,315,1.711385
HLA-B__Malignant|CD163__Macrophage,HLA-B,CD163,Malignant,Macrophage,2624,315,1.7111208
NPNT__Malignant|CD74__Macrophage,NPNT,CD74,Malignant,Macrophage,2624,315,1.7044115
CD24__Malignant|ITGB2__Macrophage,CD24,ITGB2,Malignant,Macrophage,2624,315,1.6994691
HLA-C__Malignant|FLOT1__Macrophage,HLA-C,FLOT1,Malignant,Macrophage,2624,315,1.6952972
HSPA1A__Malignant|TYROBP__Macrophage,HSPA1A,TYROBP,Malignant,Macrophage,2624,315,1.6949193
B2M__Malignant|HLA-F__Stroma,B2M,HLA-F,Malignant,Stroma,2624,768,1.6855321
B2M__Malignant|PTPRA__Stroma,B2M,PTPRA,Malignant,Stroma,2624,768,1.6825111
C1QB__Macrophage|CD151__Malignant,C1QB,CD151,Macrophage,Malignant,315,2624,1.67544
B2M__Malignant|ITGA5__Stroma,B2M,ITGA5,Malignant,Stroma,2624,768,1.6746688
CD9__Malignant|IL6ST__Stroma,CD9,IL6ST,Malignant,Stroma,2624,768,1.6737196
BST2__Malignant|CD63__Macrophage,BST2,CD63,Malignant,Macrophage,2624,315,1.6709322
CD24__Malignant|PLXNB2__Stroma,CD24,PLXNB2,Malignant,Stroma,2624,768,1.660355
CXCL14__Malignant|CD81__Macrophage,CXCL14,CD81,Malignant,Macrophage,2624,315,1.6602767
PSAP__Macrophage|CD47__Malignant,PSAP,CD47,Macrophage,Malignant,315,2624,1.6562347
CD24__Malignant|SDC4__Stroma,CD24,SDC4,Malignant,Stroma,2624,768,1.6532671
PSAP__Macrophage|TYROBP__Malignant,PSAP,TYROBP,Macrophage,Malignant,315,2624,1.6527109
MIF__Malignant|ITGB2__Stroma,MIF,ITGB2,Malignant,Stroma,2624,768,1.6518025
PSAP__Macrophage|CD44__Malignant,PSAP,CD44,Macrophage,Malignant,315,2624,1.6446773
GNAS__Malignant|CD9__Macrophage,GNAS,CD9,Malignant,Macrophage,2624,315,1.6384573
ARF1__Malignant|TYROBP__Macrophage,ARF1,TYROBP,Malignant,Macrophage,2624,315,1.6340986
GNAS__Malignant|CD151__Stroma,GNAS,CD151,Malignant,Stroma,2624,768,1.6293758
HLA-DMA__Macrophage|BAMBI__Malignant,HLA-DMA,BAMBI,Macrophage,Malignant,315,2624,1.6176467
GRN__Macrophage|ENO1__Malignant,GRN,ENO1,Macrophage,Malignant,315,2624,1.6164477
LGALS3BP__Malignant|CD9__Macrophage,LGALS3BP,CD9,Malignant,Macrophage,2624,315,1.6088405
VIM__Macrophage|ENO1__Malignant,VIM,ENO1,Macrophage,Malignant,315,2624,1.6023029
EFNA1__Malignant|IL6ST__Stroma,EFNA1,IL6ST,Malignant,Stroma,2624,768,1.5923564
B2M__Malignant|AMFR__Stroma,B2M,AMFR,Malignant,Stroma,2624,768,1.5883025
HLA-A__Malignant|LAMP2__Stroma,HLA-A,LAMP2,Malignant,Stroma,2624,768,1.5865949
HLA-B__Malignant|ITGAV__Stroma,HLA-B,ITGAV,Malignant,Stroma,2624,768,1.5860585
B2M__Malignant|NCSTN__Stroma,B2M,NCSTN,Malignant,Stroma,2624,768,1.5751113
GNAS__Malignant|ENO1__Macrophage,GNAS,ENO1,Malignant,Macrophage,2624,315,1.5732785
HLA-DRB1__Malignant|CD81__Macrophage,HLA-DRB1,CD81,Malignant,Macrophage,2624,315,1.5722685
TIMP3__Stroma|CD63__Malignant,TIMP3,CD63,Stroma,Malignant,768,2624,1.571394
GNAS__Malignant|ITGB1__Stroma,GNAS,ITGB1,Malignant,Stroma,2624,768,1.5663333
ITGB2__Macrophage|BAMBI__Malignant,ITGB2,BAMBI,Macrophage,Malignant,315,2624,1.5627049
MIF__Malignant|NPTN__Stroma,MIF,NPTN,Malignant,Stroma,2624,768,1.562618
CD24__Malignant|ITGB5__Stroma,CD24,ITGB5,Malignant,Stroma,2624,768,1.5596696
TIMP3__Stroma|CD74__Macrophage,TIMP3,CD74,Stroma,Macrophage,768,315,1.5595012
CD59__Malignant|CD74__Stroma,CD59,CD74,Malignant,Stroma,2624,768,1.5568813
COMP__Stroma|CD9__Malignant,COMP,CD9,Stroma,Malignant,768,2624,1.5543587
UBA52__Malignant|SDC1__Stroma,UBA52,SDC1,Malignant,Stroma,2624,768,1.5522941
CD9__Malignant|TYROBP__Macrophage,CD9,TYROBP,Malignant,Macrophage,2624,315,1.5502948
LGALS3BP__Malignant|CD151__Stroma,LGALS3BP,CD151,Malignant,Stroma,2624,768,1.54887
TFF3__Malignant|LAMP2__Stroma,TFF3,LAMP2,Malignant,Stroma,2624,768,1.5462722
GRN__Macrophage|CD151__Malignant,GRN,CD151,Macrophage,Malignant,315,2624,1.5453988
TFF3__Malignant|ITGB1__Macrophage,TFF3,ITGB1,Malignant,Macrophage,2624,315,1.5438757
LGALS3BP__Malignant|ENO1__Macrophage,LGALS3BP,ENO1,Malignant,Macrophage,2624,315,1.5419371
CDH1__Malignant|CD63__Macrophage,CDH1,CD63,Malignant,Macrophage,2624,315,1.5411917
PSAP__Macrophage|MAGED1__Malignant,PSAP,MAGED1,Macrophage,Malignant,315,2624,1.5287341
UBA52__Malignant|ITGB2__Macrophage,UBA52,ITGB2,Malignant,Macrophage,2624,315,1.5280532
B2M__Malignant|CD47__Stroma,B2M,CD47,Malignant,Stroma,2624,768,1.5268793
HMGB1__Malignant|CD81__Stroma,HMGB1,CD81,Malignant,Stroma,2624,768,1.5256109
HLA-DRA__Macrophage|CD47__Malignant,HLA-DRA,CD47,Macrophage,Malignant,315,2624,1.5228211
VIM__Macrophage|CD151__Malignant,VIM,CD151,Macrophage,Malignant,315,2624,1.5149562
LYZ__Macrophage|ATP6AP2__Malignant,LYZ,ATP6AP2,Macrophage,Malignant,315,2624,1.512399
HSPA1A__Malignant|CD151__Stroma,HSPA1A,CD151,Malignant,Stroma,2624,768,1.5112752
HLA-DRA__Macrophage|CD44__Malignant,HLA-DRA,CD44,Macrophage,Malignant,315,2624,1.5100362
HLA-DRA__Macrophage|TYROBP__Malignant,HLA-DRA,TYROBP,Macrophage,Malignant,315,2624,1.507897
TIMP3__Stroma|IL6ST__Malignant,TIMP3,IL6ST,Stroma,Malignant,768,2624,1.5077763
LYZ__Macrophage|ADORA2A__Malignant,LYZ,ADORA2A,Macrophage,Malignant,315,2624,1.4881793
HLA-C__Malignant|FLOT1__Stroma,HLA-C,FLOT1,Malignant,Stroma,2624,768,1.4785999
B2M__Malignant|NOTCH2__Stroma,B2M,NOTCH2,Malignant,Stroma,2624,768,1.472319
HLA-B__Malignant|ITGB2__Stroma,HLA-B,ITGB2,Malignant,Stroma,2624,768,1.4723177
CXCL10__Macrophage|CD74__Malignant,CXCL10,CD74,Macrophage,Malignant,315,2624,1.471759
HSPA1A__Malignant|CD9__Macrophage,HSPA1A,CD9,Malignant,Macrophage,2624,315,1.4704372
UBA52__Malignant|PLXNB2__Stroma,UBA52,PLXNB2,Malignant,Stroma,2624,768,1.4696895
LGALS3BP__Malignant|ITGB1__Stroma,LGALS3BP,ITGB1,Malignant,Stroma,2624,768,1.468412
FN1__Stroma|TYROBP__Malignant,FN1,TYROBP,Stroma,Malignant,768,2624,1.4654394
HSPA1A__Malignant|ITGB1__Stroma,HSPA1A,ITGB1,Malignant,Stroma,2624,768,1.4621894
HLA-C__Malignant|SDC4__Macrophage,HLA-C,SDC4,Malignant,Macrophage,2624,315,1.4598374
TNFSF10__Malignant|IL6ST__Stroma,TNFSF10,IL6ST,Malignant,Stroma,2624,768,1.4592187
UBA52__Malignant|SDC4__Stroma,UBA52,SDC4,Malignant,Stroma,2624,768,1.4565431
HLA-A__Malignant|CAP1__Stroma,HLA-A,CAP1,Malignant,Stroma,2624,768,1.4448279
CXCL14__Malignant|CD63__Macrophage,CXCL14,CD63,Malignant,Macrophage,2624,315,1.431598
C1QA__Macrophage|GFRA1__Malignant,C1QA,GFRA1,Macrophage,Malignant,315,2624,1.4311836
MIF__Malignant|ITGA5__Stroma,MIF,ITGA5,Malignant,Stroma,2624,768,1.429449
C1QA__Macrophage|SDC1__Malignant,C1QA,SDC1,Macrophage,Malignant,315,2624,1.4241841
CD24__Malignant|IL6ST__Macrophage,CD24,IL6ST,Malignant,Macrophage,2624,315,1.4221728
MIF__Malignant|HLA-F__Stroma,MIF,HLA-F,Malignant,Stroma,2624,768,1.4191507
MIF__Malignant|PTPRA__Stroma,MIF,PTPRA,Malignant,Stroma,2624,768,1.4159619
B2M__Malignant|IL2RG__Macrophage,B2M,IL2RG,Malignant,Macrophage,2624,315,1.414993
ARF1__Malignant|CD9__Macrophage,ARF1,CD9,Malignant,Macrophage,2624,315,1.4145842
TFF3__Malignant|CAP1__Stroma,TFF3,CAP1,Malignant,Stroma,2624,768,1.4143848
ARF1__Malignant|CD151__Stroma,ARF1,CD151,Malignant,Stroma,2624,768,1.4143373
HSPA1A__Malignant|ENO1__Macrophage,HSPA1A,ENO1,Malignant,Macrophage,2624,315,1.4138823
EFNA1__Malignant|TYROBP__Macrophage,EFNA1,TYROBP,Malignant,Macrophage,2624,315,1.4131862
HLA-DRA__Macrophage|MAGED1__Malignant,HLA-DRA,MAGED1,Macrophage,Malignant,315,2624,1.4126198
PSAP__Macrophage|CD81__Stroma,PSAP,CD81,Macrophage,Stroma,315,768,1.4115905
HLA-B__Malignant|NPTN__Stroma,HLA-B,NPTN,Malignant,Stroma,2624,768,1.3998157
TFF3__Malignant|GLG1__Stroma,TFF3,GLG1,Malignant,Stroma,2624,768,1.3941667
HLA-A__Malignant|PLXND1__Stroma,HLA-A,PLXND1,Malignant,Stroma,2624,768,1.3897016
HSPA1A__Malignant|CD74__Bcell,HSPA1A,CD74,Malignant,Bcell,2624,20,1.3886613
HLA-DRB1__Malignant|CD63__Macrophage,HLA-DRB1,CD63,Malignant,Macrophage,2624,315,1.3865378
CALR__Malignant|IL6ST__Stroma,CALR,IL6ST,Malignant,Stroma,2624,768,1.3829567
C1QB__Macrophage|SDC1__Malignant,C1QB,SDC1,Macrophage,Malignant,315,2624,1.3748906
GNAS__Malignant|CD74__Bcell,GNAS,CD74,Malignant,Bcell,2624,20,1.3733846
UBA52__Malignant|ITGB5__Stroma,UBA52,ITGB5,Malignant,Stroma,2624,768,1.3732351
C1QB__Macrophage|GFRA1__Malignant,C1QB,GFRA1,Macrophage,Malignant,315,2624,1.3699044
HLA-A__Malignant|GLG1__Stroma,HLA-A,GLG1,Malignant,Stroma,2624,768,1.369736
TFF3__Malignant|PLXND1__Stroma,TFF3,PLXND1,Malignant,Stroma,2624,768,1.3654404
B2M__Malignant|APP__Macrophage,B2M,APP,Malignant,Macrophage,2624,315,1.3649855
HMGB1__Malignant|CD74__Stroma,HMGB1,CD74,Malignant,Stroma,2624,768,1.3630306
ARF1__Malignant|ITGB1__Stroma,ARF1,ITGB1,Malignant,Stroma,2624,768,1.3621701
ARF1__Malignant|ENO1__Macrophage,ARF1,ENO1,Malignant,Macrophage,2624,315,1.3555328
CD59__Malignant|CD81__Macrophage,CD59,CD81,Malignant,Macrophage,2624,315,1.3516269
CD9__Malignant|CD9__Macrophage,CD9,CD9,Malignant,Macrophage,2624,315,1.3514082
HLA-C__Malignant|NOTCH3__Stroma,HLA-C,NOTCH3,Malignant,Stroma,2624,768,1.3492427
FN1__Stroma|CD47__Malignant,FN1,CD47,Stroma,Malignant,768,2624,1.3454556
AZGP1__Malignant|IL6ST__Stroma,AZGP1,IL6ST,Malignant,Stroma,2624,768,1.3424147
CD24__Malignant|FLOT1__Macrophage,CD24,FLOT1,Malignant,Macrophage,2624,315,1.341749
